"Rack:Tube","Solution Label","Timestamp","Al 237.312 nm ppm","Al 308.215 nm ppm","Ca 315.887 nm ppm","Ca 422.673 nm ppm","Fe 238.204 nm ppm","Fe 259.940 nm ppm","K 766.491 nm ppm","K 769.897 nm ppm","Mg 279.553 nm ppm","Mg 280.270 nm ppm","Mn 257.610 nm ppm","Mn 293.931 nm ppm","Na 588.995 nm ppm","Na 589.592 nm ppm","P 213.618 nm ppm","P 214.914 nm ppm","Ti 334.941 nm ppm","Ti 336.122 nm ppm","Al 237.312 nm c/s","Al 308.215 nm c/s","Ca 315.887 nm c/s","Ca 422.673 nm c/s","Fe 238.204 nm c/s","Fe 259.940 nm c/s","K 766.491 nm c/s","K 769.897 nm c/s","Mg 279.553 nm c/s","Mg 280.270 nm c/s","Mn 257.610 nm c/s","Mn 293.931 nm c/s","Na 588.995 nm c/s","Na 589.592 nm c/s","P 213.618 nm c/s","P 214.914 nm c/s","Ti 334.941 nm c/s","Ti 336.122 nm c/s"
"Rack:Tube","Solution Label","Timestamp","Al 237.312 nm ppm","Al 308.215 nm ppm","Ca 315.887 nm ppm","Ca 422.673 nm ppm","Fe 238.204 nm ppm","Fe 259.940 nm ppm","K 766.491 nm ppm","K 769.897 nm ppm","Mg 279.553 nm ppm","Mg 280.270 nm ppm","Mn 257.610 nm ppm","Mn 293.931 nm ppm","Na 588.995 nm ppm","Na 589.592 nm ppm","P 213.618 nm ppm","P 214.914 nm ppm","Ti 334.941 nm ppm","Ti 336.122 nm ppm","Al 237.312 nm c/s","Al 308.215 nm c/s","Ca 315.887 nm c/s","Ca 422.673 nm c/s","Fe 238.204 nm c/s","Fe 259.940 nm c/s","K 766.491 nm c/s","K 769.897 nm c/s","Mg 279.553 nm c/s","Mg 280.270 nm c/s","Mn 257.610 nm c/s","Mn 293.931 nm c/s","Na 588.995 nm c/s","Na 589.592 nm c/s","P 213.618 nm c/s","P 214.914 nm c/s","Ti 334.941 nm c/s","Ti 336.122 nm c/s"
"S1:1","Blank","28-04-2025 16:08",-0.01,-0.01,0.01,0,0,0,0.01,0.01,0,0,0.01,0,0,0,-0.01,0,0,0.01,9.73,892.89,7.41,181.69,18.37,37.79,156.4,15540.41,103.77,50.48,55.67,5.66,19748.6,153.89,8.22,0.51,112.99,96.46
"S1:2","Standard 1","28-04-2025 16:12",1.6,1.53,0.16,0.16,1.48,1.45,0.8,0.78,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.14,6635.17,16374.64,3931.95,45092.3,171405.87,115908.29,37027.72,51396.91,262020.48,72771.44,68638.08,12079.48,91641.59,33612.42,466.53,186.36,66214.24,48207.77
"S1:3","Standard 2","28-04-2025 16:16",2.99,2.98,0.31,0.31,3.17,3.08,1.62,1.49,0.3,0.31,0.3,0.3,0.3,0.31,0.3,0.3,0.3,0.32,13426.87,32517.37,7529.32,92123.98,342752.31,235706.44,81593.53,86857.57,550670.06,149411.16,134595.36,22966.89,166521.9,68332.93,982.77,345.88,135329,92933.21
"S1:4","Standard 3","28-04-2025 16:20",6.07,6.41,0.6,0.63,5.97,6.12,3.13,3.13,0.63,0.61,0.62,0.59,0.64,0.59,0.62,0.63,0.62,0.62,26990.57,63864.4,15764.51,180205.48,654979.33,477352.67,173786.76,155860.23,1079751.77,301016.47,281694.56,47876.72,333492.29,146970.47,1855.65,706.21,264594.88,182399.05
"S1:5","Standard 4","28-04-2025 16:23",12.08,12.44,1.24,1.2,11.92,12.54,6.47,6.39,1.28,1.32,1.27,1.3,1.2,1.23,1.22,1.28,1.31,1.28,52814.07,131329.36,29771.27,333214.65,1332197.07,955547.72,342450.36,329790.79,2076378.08,581301.72,545298.52,91869.25,635854.33,309980.87,3803.75,1379.76,531734.29,384053.48
"S1:6","Standard 5","28-04-2025 16:27",26.37,26.1,2.52,2.42,23.84,25.21,12.84,12.6,2.58,2.55,2.58,2.41,2.6,2.47,2.44,2.53,2.59,2.43,110824.28,255911.49,53488.61,679804.02,2487110.94,1766005.61,740920.55,656942.98,3840286.1,1124896,1082767.1,175833.89,1396318.03,666612.41,7655.57,2775.02,1067232.73,745594.72
"S1:7","Standard 6","28-04-2025 16:31",51.73,49.13,4.9,5.06,50.78,47.26,"--","--",5.11,5.26,4.87,4.92,"--","--",4.74,4.97,5,5.19,215771.6,512856.25,104294.32,1336208.24,4664792.36,3483266.78,"--","--",7691582.79,2063373.79,2220319.81,354421.85,"--","--",14782.26,5658.65,2125183.08,1534181.49
"01:01","BLK 1","28-04-2025 16:36",3.17,5.23,4.08,4.49,43.28,42.13,1.75,9.01,0.89,0.79,0.19,0.2,5.65,5.13,0.49,"0.68 u",0.26,0.24,142.68,1434.07,945.35,12118.06,44195.66,31789.55,1004.37,19454.07,13841.81,3843.66,983.4,144.72,44812.99,13643.41,23.31,8.57,1183.08,776.57
"01:02","BLK 2","28-04-2025 16:39",1.12,3.18,5.33,5.02,40.93,42.56,1.08,6.34,0.68,0.65,0.16,0.15,5.41,5.1,"0.22 u","-0.08 u",0.11,0.08,57.87,1159.28,1162.31,14478.19,43067.33,30712.05,724.38,19446.62,10983.46,2969.45,791.5,119.38,44871.78,11798.91,14.69,-0.49,603.12,335.72
"01:03","BLK 3","28-04-2025 16:43",0.54,1.87,3.36,3.54,40.91,38.98,0.74,6.78,0.36,0.38,0.15,0.14,3.07,2.86,"0.08 u","0.01 u",0.08,0.04,34.17,1010.13,773.34,9408.48,42892.15,31613.89,534.56,19148.33,6358.73,1679.39,755.75,101.7,35245.21,6726.82,10.57,0.67,459.27,229.55
"S1:8","QC MES 5 ppm","28-04-2025 16:47",5.01,4.93,5.06,4.45,4.67,4.96,5.59,5.46,4.98,4.62,4.64,4.79,5.17,4.82,5.02,4.78,4.71,4.67,21688.22,50517.17,105519.86,1245429.42,502799.99,385564.32,267213.01,267256.19,7112179.9,2069550.71,2179575.11,340345.02,2377009.43,1222047.11,14719.63,5589.05,2157855.01,1369975.98
"S1:9","SJS-Std","28-04-2025 16:51",81165.84,77889.97,19303.53,19660.98,39273.77,36377.48,24469.55,24697.32,15103.05,15096.98,550.82,589.6,12703.09,12808.26,676.63,862.26,3447.12,3665.75,33579.99,79062.21,47489.65,517879.11,422731.5,286496.68,127189.65,122620.7,2527817.38,726498.62,25537.09,4102.27,663578.54,317599.12,210,97.28,151687.32,109607.65
"S1:9","SJS-Std","28-04-2025 16:55",76489.72,81713.41,19932.98,18472.33,39172.01,38313.76,24718.62,22734.74,15522.7,14824.25,556.39,585.42,13194.15,13568.44,696.86,749.76,3588.73,3660.42,35117.54,83713.9,45480.27,514478.62,406614.31,277152.78,124678.48,128709.01,2535955.55,700244.64,25803.1,4125.78,692201.06,327066.81,222.85,81.97,156938.9,106168.69
"S1:9","SJS-Std","28-04-2025 16:59",76779.07,76570.05,18866.99,18936.54,36203.14,37748.81,23236.76,24654.98,15645.72,14773.99,598.73,603.51,12554.42,12504.94,654.29,779.55,3435.94,3634.79,33149.72,77724.01,46901.7,550460.6,414803.76,294984.99,118755.03,124866.86,2615197.97,732746.11,25853.31,4171.48,652186.92,329339.3,199.59,87.03,154710.98,108568.28
"01:04","MCS 575","28-04-2025 17:03",83150.81,85238,1409.38,1409.35,37687.75,39417.74,27136.53,25373.75,7641.95,7373.15,750.27,716.55,3977.15,3931.9,427.74,459.98,4436.34,4417.35,84783.71,217172.59,8188.74,98475.83,1066916.18,744451.05,347918.43,308023.99,2866833.9,810765.04,79854.07,13144.88,506172.8,239704.44,305.23,129.72,471478.94,312036.09
"01:05","MCS 576","28-04-2025 17:07",76148.65,77574.34,2087.55,2128.38,39709.82,38176.92,25099.79,26554.18,9502.37,9603.71,686.33,670.01,6305.28,5951.75,708.77,775.79,4058.23,4297.8,86843.88,196402.24,12685.41,164333,1123974.23,768100.86,343498.66,317782.33,4015539.53,1123382.33,80658.88,14114.68,790949,402988.31,569.79,242.43,477760.56,339528.33
"01:06","MCS 577","28-04-2025 17:11",90102.56,91156.52,1126.94,1239.87,48899.82,46704.57,30380.49,29986.54,9115.35,8787.56,316.02,333.11,3597.26,3501.51,530.72,579.16,5743.16,5923.87,98647.15,246088.59,7260.35,79848.71,1273811.74,951098.99,383157.15,364040.23,3977776.01,1093796.09,39297.07,6051.7,478644.36,209096.7,400.49,180.99,610816.37,433259.36
"01:07","MCS 578","28-04-2025 17:15",92713.89,92969.02,811.7,846.84,40421.35,40747.58,33636.87,33868.47,8784.16,8279.48,622.29,667.79,3514.75,3500.63,358.4,380.27,4867.34,5356.1,108031.44,253430.26,4891.03,64311.17,1214926.42,858892.62,446399.51,426839.67,3877702.71,1103625.17,80592.61,12589.02,500393.44,225951.29,311.61,117.99,616478.25,404783.89
"01:08","MCS 579","28-04-2025 17:19",70952.4,76279.1,1107.06,1148.63,34872.22,34906.37,24080.02,24470.88,6931.71,6537.3,590.84,558.94,3841.81,3931.69,405.7,447.96,4158.84,4392.57,86482.91,217807.82,7352.83,89165.07,984258.51,702940.68,332741.65,333442.03,3218112.16,899702.35,69997.58,12061.71,541361.98,274013.13,351.32,140.35,503396.5,356766.96
"01:09","MCS 580","28-04-2025 17:23",108500.17,108817.14,1412.31,1453.07,50320.12,48130.52,37365.84,36837.13,9639.57,9815.41,695.57,700.66,4058.14,4054.13,739.09,833.27,6068.99,6090.91,116754.67,305149.17,8783.71,107149.15,1474757.01,973324.73,515103.21,470582.87,4335834.83,1199793.12,84106.42,13564.24,516947.93,259090.95,635.27,271.17,716181.07,514159.75
"01:10","MCS 581","28-04-2025 17:27",94402.12,92746.19,1133.35,1104.47,43945.5,47495.55,31367.96,31181.84,9409.14,9440.89,519.78,513.05,4118.26,4040.28,453.06,487.16,5688.89,5458.76,104735.91,240808.98,6083.44,79015.34,1261155.05,878998.06,391919.82,368085.24,3632725.42,1060052.97,60303.55,9951.81,489616.27,247187.12,325.84,135.86,613734.67,414513.81
"01:11","MCS 582","28-04-2025 17:31",83314.7,79817.26,1391.5,1456.44,39206.12,40074.81,26813.91,27588.16,8354.23,8578.05,581.69,573.73,2862.06,2792.72,333.8,387.42,5034.01,5049.34,76107.9,179705.94,7855.84,91273.1,1010595.6,714519.19,317967.44,290053.2,3289772.51,926955.58,58991.13,9988.9,357105.39,166097.77,242.45,96.43,467781.69,337285.29
"01:12","MCS 583","28-04-2025 17:35",87929.15,91220.52,1741.13,1821.56,40930.17,39847.95,26486.12,25651.05,8029.04,7613.23,472.56,464.75,5321.25,5460.65,548.73,621.51,4788.09,4781.82,102043.9,243774.98,11110.85,127928.22,1104570.43,771522.7,361800.34,339748.34,3432686.26,913376.03,55161.78,9554.47,722665.93,347730.05,453.87,176.14,534438.83,395643.21
