"Rack:Tube","Solution Label","Timestamp","Al 237.312 nm ppm","Al 308.215 nm ppm","Ca 315.887 nm ppm","Ca 422.673 nm ppm","Fe 238.204 nm ppm","Fe 259.940 nm ppm","K 766.491 nm ppm","K 769.897 nm ppm","Mg 279.553 nm ppm","Mg 280.270 nm ppm","Mn 257.610 nm ppm","Mn 293.931 nm ppm","Na 588.995 nm ppm","Na 589.592 nm ppm","P 213.618 nm ppm","P 214.914 nm ppm","Ti 334.941 nm ppm","Ti 336.122 nm ppm","Al 237.312 nm c/s","Al 308.215 nm c/s","Ca 315.887 nm c/s","Ca 422.673 nm c/s","Fe 238.204 nm c/s","Fe 259.940 nm c/s","K 766.491 nm c/s","K 769.897 nm c/s","Mg 279.553 nm c/s","Mg 280.270 nm c/s","Mn 257.610 nm c/s","Mn 293.931 nm c/s","Na 588.995 nm c/s","Na 589.592 nm c/s","P 213.618 nm c/s","P 214.914 nm c/s","Ti 334.941 nm c/s","Ti 336.122 nm c/s"
"Rack:Tube","Solution Label","Timestamp","Al 237.312 nm ppm","Al 308.215 nm ppm","Ca 315.887 nm ppm","Ca 422.673 nm ppm","Fe 238.204 nm ppm","Fe 259.940 nm ppm","K 766.491 nm ppm","K 769.897 nm ppm","Mg 279.553 nm ppm","Mg 280.270 nm ppm","Mn 257.610 nm ppm","Mn 293.931 nm ppm","Na 588.995 nm ppm","Na 589.592 nm ppm","P 213.618 nm ppm","P 214.914 nm ppm","Ti 334.941 nm ppm","Ti 336.122 nm ppm","Al 237.312 nm c/s","Al 308.215 nm c/s","Ca 315.887 nm c/s","Ca 422.673 nm c/s","Fe 238.204 nm c/s","Fe 259.940 nm c/s","K 766.491 nm c/s","K 769.897 nm c/s","Mg 279.553 nm c/s","Mg 280.270 nm c/s","Mn 257.610 nm c/s","Mn 293.931 nm c/s","Na 588.995 nm c/s","Na 589.592 nm c/s","P 213.618 nm c/s","P 214.914 nm c/s","Ti 334.941 nm c/s","Ti 336.122 nm c/s"
"S1:1","Blank","28-04-2025 15:38",0.01,-0.01,0,-0.01,0,-0.01,-0.01,0,0.01,-0.01,0.01,0,0,0,-0.01,0,0.01,0.01,10.23,887.49,7.05,188.82,17.15,37.91,159.72,15441.21,98.64,50.54,55.29,5.45,19764.9,158.39,8.19,0.51,105.4,100.8
"S1:2","Standard 1","28-04-2025 15:42",1.55,1.5,0.16,0.16,1.46,1.53,0.81,0.79,0.15,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.14,6423.78,16003.53,3934.62,44518.72,173025.24,124147.72,37263.02,51958.47,264913.79,72511.11,73207.86,11345.81,88569.16,35783.13,449.15,184.9,68576.01,47271.96
"S1:3","Standard 2","28-04-2025 15:46",3.07,3.01,0.3,0.32,3.17,2.97,1.57,1.65,0.31,0.3,0.31,0.32,0.32,0.32,0.3,0.29,0.32,0.31,13311.92,32263.35,7792.78,92135.13,342645.68,240396.8,80224.9,85478.57,509791.2,139627.98,144469.57,23248.62,167059.36,73107.23,941.85,346.43,141641.34,93742.63
"S1:4","Standard 3","28-04-2025 15:50",6.51,6.26,0.65,0.6,6.28,6.33,3.19,3.15,0.65,0.65,0.65,0.6,0.64,0.61,0.59,0.58,0.66,0.62,27760.6,64871.5,15318.67,171382.64,660850.43,470975.52,172912.56,158118.02,1073619.27,298024.37,297111.25,47599.17,342018.23,151569.99,1904.58,677.79,287891.96,195281.88
"S1:5","Standard 4","28-04-2025 15:53",13.05,12.64,1.24,1.32,12.5,12.82,6.55,6.49,1.22,1.22,1.29,1.3,1.26,1.31,1.27,1.19,1.26,1.25,52324.97,129734.62,28293.49,348759.24,1352087.45,900447.01,354020.38,324848.23,2012795.99,591565.37,582043.71,92725.48,646175.53,315259.35,3648.53,1476.68,560343.38,371939.69
"S1:6","Standard 5","28-04-2025 15:57",24.2,25.42,2.56,2.55,25.07,25.57,12.43,12.75,2.61,2.43,2.56,2.58,2.36,2.37,2.39,2.5,2.4,2.55,105746.19,253147.68,56887.55,667826.2,2588245.48,1719353.43,727284.67,674133.77,3949736.17,1155216.26,1128122.66,177936.27,1329773,652788.51,7739.78,2831.85,1050520.91,724849.43
"S1:7","Standard 6","28-04-2025 16:01",50.29,51.96,5,5.14,50.78,47.25,"--","--",5.03,4.93,5.1,4.94,"--","--",4.75,4.68,4.97,4.95,211556.21,502120.37,105069.93,1378252.49,5064044.09,3459045.83,"--","--",6990051.26,2084830.49,2187028.95,350467.07,"--","--",14868.29,5510.43,2244926.47,1511033.28
"01:01","BLK 1","28-04-2025 16:06",3.06,5.38,4.47,4.22,43.01,41.93,1.61,9.1,0.81,0.83,0.21,0.2,5.6,5.27,0.51,"0.68 u",0.25,0.23,137.19,1320.79,1034.35,12158.63,43733.17,32635.75,1043.39,19702.33,13507.92,3752.16,951.56,142.09,44864.41,12787.89,22.99,7.84,1234.45,780.92
"01:02","BLK 2","28-04-2025 16:09",1.1,3.24,5.02,5.23,41.74,43.46,1.16,6.59,0.65,0.62,0.16,0.15,5.1,5.03,"0.22 u","-0.08 u",0.11,0.08,57.83,1144.11,1189.59,13777.75,43484.7,33060.68,743.47,18444.39,10794.99,3087.9,765.27,119.02,44486.14,11898.97,14.13,-0.47,586.24,325.72
