"Rack:Tube","Solution Label","Timestamp","Al 237.312 nm ppm","Al 308.215 nm ppm","Ca 315.887 nm ppm","Ca 422.673 nm ppm","Fe 238.204 nm ppm","Fe 259.940 nm ppm","K 766.491 nm ppm","K 769.897 nm ppm","Mg 279.553 nm ppm","Mg 280.270 nm ppm","Mn 257.610 nm ppm","Mn 293.931 nm ppm","Na 588.995 nm ppm","Na 589.592 nm ppm","P 213.618 nm ppm","P 214.914 nm ppm","Ti 334.941 nm ppm","Ti 336.122 nm ppm","Al 237.312 nm c/s","Al 308.215 nm c/s","Ca 315.887 nm c/s","Ca 422.673 nm c/s","Fe 238.204 nm c/s","Fe 259.940 nm c/s","K 766.491 nm c/s","K 769.897 nm c/s","Mg 279.553 nm c/s","Mg 280.270 nm c/s","Mn 257.610 nm c/s","Mn 293.931 nm c/s","Na 588.995 nm c/s","Na 589.592 nm c/s","P 213.618 nm c/s","P 214.914 nm c/s","Ti 334.941 nm c/s","Ti 336.122 nm c/s"
"Rack:Tube","Solution Label","Timestamp","Al 237.312 nm ppm","Al 308.215 nm ppm","Ca 315.887 nm ppm","Ca 422.673 nm ppm","Fe 238.204 nm ppm","Fe 259.940 nm ppm","K 766.491 nm ppm","K 769.897 nm ppm","Mg 279.553 nm ppm","Mg 280.270 nm ppm","Mn 257.610 nm ppm","Mn 293.931 nm ppm","Na 588.995 nm ppm","Na 589.592 nm ppm","P 213.618 nm ppm","P 214.914 nm ppm","Ti 334.941 nm ppm","Ti 336.122 nm ppm","Al 237.312 nm c/s","Al 308.215 nm c/s","Ca 315.887 nm c/s","Ca 422.673 nm c/s","Fe 238.204 nm c/s","Fe 259.940 nm c/s","K 766.491 nm c/s","K 769.897 nm c/s","Mg 279.553 nm c/s","Mg 280.270 nm c/s","Mn 257.610 nm c/s","Mn 293.931 nm c/s","Na 588.995 nm c/s","Na 589.592 nm c/s","P 213.618 nm c/s","P 214.914 nm c/s","Ti 334.941 nm c/s","Ti 336.122 nm c/s"
"S1:1","Blank","28-04-2025 16:38",0,-0.01,0.01,-0.01,0,0.01,0.01,0,0,0,0.01,0.01,0,0.01,0,0.01,0.01,0,10.46,838.8,7.44,181.04,17.44,39.05,153.94,16122.96,105.53,51.99,57.22,5.52,20515.21,165.58,8.27,0.48,106.19,97.81
"S1:2","Standard 1","28-04-2025 16:42",1.66,1.51,0.17,0.17,1.53,1.53,0.79,0.8,0.16,0.16,0.17,0.17,0.16,0.16,0.15,0.15,0.15,0.16,6685.74,16640.39,3672.45,46228.13,165746.5,119560.96,37455.33,53604.15,260391.14,71990.24,72997.24,11665.74,93984.98,33470.8,441.52,182.39,67738.39,44915.77
"S1:3","Standard 2","28-04-2025 16:46",3.01,3.06,0.32,0.32,3.11,2.97,1.57,1.63,0.32,0.32,0.3,0.32,0.3,0.3,0.3,0.29,0.32,0.31,13809.27,31149.82,8139.88,91906.16,316314.4,243549.78,76387.31,82262.17,530102.06,144824.7,144500.66,23018.74,164812.69,68791.59,917.13,371.34,140370.55,91845.62
"S1:4","Standard 3","28-04-2025 16:50",6.37,6.34,0.63,0.63,6.03,6.23,3.23,3.03,0.62,0.62,0.63,0.64,0.64,0.61,0.62,0.59,0.61,0.62,27777.51,64743.33,15286.19,175404.5,677358.82,471893.37,168847.08,156431.54,1029710.09,296818.67,286485.3,45370.96,331886.13,156115.77,1813.23,692.83,279382.57,186129.73
"S1:5","Standard 4","28-04-2025 16:53",12.75,12.05,1.32,1.29,12.77,12.16,6.44,6.14,1.23,1.29,1.23,1.27,1.29,1.21,1.25,1.23,1.29,1.29,55779.91,133326.35,27661.77,352670.11,1289091.1,927154.18,364429.8,343408.23,2149370.33,589580.96,585510.36,90264.3,679032.18,308481.52,3785.47,1460.26,560024.05,379541.5
"S1:6","Standard 5","28-04-2025 16:57",26.05,25.8,2.61,2.51,23.91,23.9,12.66,12.77,2.47,2.47,2.49,2.47,2.55,2.56,2.39,2.38,2.4,2.61,108912.6,258241.73,58027.92,689142.25,2486151.9,1768593.74,704965.41,685507.01,4113097.2,1147858.53,1087148.96,174063.85,1387822.57,709256.1,7233.55,2790.2,1125302.95,759203.59
"S1:7","Standard 6","28-04-2025 17:01",51.45,49.28,4.86,4.81,47.61,50.55,"--","--",5.26,4.83,5.09,5.08,"--","--",4.73,4.76,5.26,4.9,217413.76,513475.13,114717.19,1370493.84,4898715.94,3615034.81,"--","--",7533460.16,2063522.38,2207483.37,368292.06,"--","--",15677.81,5713.61,2237117.91,1429611.97
"01:01","BLK 1","28-04-2025 17:06",3.26,5.37,4.14,4.2,42.95,43.36,1.64,8.79,0.88,0.82,0.21,0.2,5.56,5.35,0.49,"0.68 u",0.27,0.23,146.15,1403.48,1031.18,11952.73,45431.47,33408.47,1005.53,20369.73,13297.35,3934.21,1009.75,141.28,47412.38,13564.12,21.91,8.33,1283.17,787.43
"01:02","BLK 2","28-04-2025 17:09",1.11,3.22,4.85,5.05,39.85,40.62,1.14,6.29,0.62,0.65,0.16,0.15,5,5.04,"0.22 u","-0.08 u",0.11,0.08,54.29,1188.85,1189.18,14492.19,47150.95,33561.18,718.82,18970.71,10553.57,2954.28,810.68,116.42,43874.79,12546.15,14.63,-0.46,609.8,317.09
"01:03","BLK 3","28-04-2025 17:13",0.57,1.98,3.43,3.36,39.9,38.58,0.79,6.28,0.36,0.38,0.15,0.14,2.79,2.84,"0.08 u","0.01 u",0.08,0.04,34.86,1009.42,780.44,9816.76,43898.26,30279.64,577.83,18831.01,6356.98,1778.48,723.69,103.43,33569.53,7205.62,10.4,0.64,422.46,230.54
"S1:8","QC MES 5 ppm","28-04-2025 17:17",4.79,4.64,5.06,4.67,4.85,4.91,5.34,5.07,5.16,4.53,4.65,4.67,5.04,5.04,5.16,5.07,4.78,4.58,20305.29,49523.26,110450.11,1300506.65,517852.17,363729.94,267428.06,244472.57,7627632.94,2152322.32,2042490.07,358036.39,2437259.6,1286311.01,15657.13,5838.58,1999440.71,1359270.22
"S1:9","SJS-Std","28-04-2025 17:21",76792.35,77299.88,18894.98,19230.05,38894.66,37446.2,23982.12,24934.03,15787.07,15595.98,560.47,599.09,12971.03,13070.38,693.93,827.91,3654.23,3662.65,34293.67,77202.72,46521.81,546095.14,387384.91,271183,127017.81,129344.55,2596787.57,719986.48,27095.29,4385.77,674017.4,318922.58,217.21,97.16,150706.22,105567.89
"S1:9","SJS-Std","28-04-2025 17:25",79084.54,80014.56,18941.79,19396.58,38176.27,38160.48,24820.18,24406.53,16176.83,14846.21,581.48,590.52,13225.71,12885.92,677.73,759.44,3406.33,3533.28,33002.1,79274.07,46336.32,547178.33,387747.48,283276.39,123690.67,129142.51,2494228.33,683110.26,25673.79,4005.74,659301.93,309661.96,210.11,86.95,154172.69,109820.44
"S1:9","SJS-Std","28-04-2025 17:29",79698.15,79487.16,18735.1,19740.64,38128.7,38851.76,24749.64,24115.01,15409.86,15274.53,601.27,548.72,13506.33,13064,651.4,738.12,3678.1,3500.34,34130.12,83691.77,43769.14,549574.44,391445.18,291571.61,119039.18,129818.51,2594437.38,737713.59,24796.88,4287.97,685539.89,327168.61,197.23,86.16,150713.03,102010.28
"01:04","MCS 575","28-04-2025 17:33",78574.61,79826.5,1489.46,1385.43,38081.31,39163.11,26301.64,26909.89,7371.17,7367.83,731.03,744.03,4325.71,4117.02,393.66,451.98,4533.54,4503.26,86394.59,214229.77,8477.14,95828.38,1005711.46,702997.05,334167.32,315090.39,2942733.63,822977.32,77751.48,12910.95,533227.95,238456.15,316.87,126.95,490816.72,319781.26
"01:05","MCS 576","28-04-2025 17:37",74245.87,77139.63,2181.08,2180.56,40554.1,40416.34,27034.2,26461.07,9238.79,9592.54,705,734.52,6332.66,6412.5,714.82,770.38,4294.81,4199.36,85484.18,200603.37,12681.93,153827.27,1147109.09,765854.21,342815.46,327598.98,3901708.95,1099276.57,84559.89,14059.61,792816.49,411774.76,599.32,230.93,482206.64,331432.35
"01:06","MCS 577","28-04-2025 17:41",93822.77,90749.85,1189.06,1173.22,49504.71,45880.13,32292.53,31217.76,9108.46,9301.63,322.39,322.27,3354.09,3550.05,502.21,590,5904.67,5763.47,99143.08,253743.23,6974.97,79795.42,1295626.27,942372.8,378954.95,370618.55,3887931.57,1036053.03,37659.35,6306.28,466419.08,212443.15,411.51,176.11,647397.94,441893.8
"01:07","MCS 578","28-04-2025 17:45",88652.65,97198.84,796.21,817.48,42393.8,40745.89,34889,32475.79,8126.25,8577.59,624.28,623.56,3263.77,3463.38,366.23,356.38,5121.58,5233.12,111962.65,248588.34,5203.13,67004.59,1166562.58,874020.5,452800.76,418852.54,3722715.2,1122970.57,82391.55,13025.05,455081.14,222403.55,287.56,121.73,618039.85,438640.94
"01:08","MCS 579","28-04-2025 17:49",72533.72,76948.42,1150.09,1199.95,35168,34076.73,25160.51,22787.98,6982.95,6515.46,577.55,613.04,3936.12,3703.04,399.49,442.26,4179.74,4280.5,92110.24,214073.68,7405.46,86338.83,972534.7,708074.17,327688.14,307580.48,2987516.84,839573.84,73904.7,11715.07,534891.96,276149.17,374.03,142.1,548336.02,350773.72
"01:09","MCS 580","28-04-2025 17:53",108205.87,112077.71,1418.11,1533.79,47784.73,51541.36,35167.24,36954.2,10206.6,9963.87,683.15,677.58,3898.81,3976.72,797.11,857.93,6087.31,6432.67,122266.46,297848.54,8798.25,109583.33,1490289.75,1060670.9,474907.29,480330.35,4181412.06,1259257.76,86505.98,13345.95,561059.77,263279.31,638.55,247.48,713359.06,495309.52
"01:10","MCS 581","28-04-2025 17:57",97860.11,101503.39,1136.24,1090.96,45747.23,47633.68,31523.57,32797.5,8964.93,9262.79,539.3,559.58,3888.28,3836.35,423.59,450.89,5635.33,5764.38,100366.85,244780.6,6554.82,72364.62,1180172.73,825319.14,402458.13,383249.1,3902916.13,1078950.92,56722.02,9933.61,489172.81,240775.89,337.72,128.18,610710.72,403215.22
"01:11","MCS 582","28-04-2025 18:01",79938.73,80473.14,1474.32,1500.3,39014.53,40310.12,25908.59,25922.51,8483.21,8654,549.15,579.77,3048.72,2921.41,315.32,377.77,4739.95,4800.12,76245.8,187773.42,7302.88,90206.39,975716.4,701812.67,301127.85,277285.49,3107903.43,927508.94,61880.18,9396.76,355921.75,169993.53,225.96,103.66,477779.77,334958.7
"01:12","MCS 583","28-04-2025 18:05",86303.2,87166.42,1725.35,1762.5,42063.97,38548.28,26340.96,25367.84,8021.28,8152.99,495.23,499.44,5251.82,5020.3,558.35,596.86,4693.07,4634.82,95116.22,245025.2,11349.54,127003.09,1100627.59,781685.31,355889.89,326362.93,3462837.33,974491.53,59171.05,9472.1,722216.47,351947.88,476.66,190.34,540911.33,372325.36
"01:13","MCS 584","28-04-2025 18:09",87735.96,85814.29,1356.58,1398.21,44757.35,42293.14,27668.9,29173.81,8582.91,8443.35,310.05,328.2,3558.26,3280.08,491.15,552.4,5360.8,5317.08,101728.34,237876.06,8091.92,103902.69,1287513.28,848499.33,400618.48,379837.16,3732144.29,982646.76,36497.4,6445.02,469482.68,229771.73,426.53,175.89,635592.41,416299.78
