"Rack:Tube","Solution Label","Timestamp","Al 237.312 nm ppm","Al 308.215 nm ppm","Ca 315.887 nm ppm","Ca 422.673 nm ppm","Fe 238.204 nm ppm","Fe 259.940 nm ppm","K 766.491 nm ppm","K 769.897 nm ppm","Mg 279.553 nm ppm","Mg 280.270 nm ppm","Mn 257.610 nm ppm","Mn 293.931 nm ppm","Na 588.995 nm ppm","Na 589.592 nm ppm","P 213.618 nm ppm","P 214.914 nm ppm","Ti 334.941 nm ppm","Ti 336.122 nm ppm","Al 237.312 nm c/s","Al 308.215 nm c/s","Ca 315.887 nm c/s","Ca 422.673 nm c/s","Fe 238.204 nm c/s","Fe 259.940 nm c/s","K 766.491 nm c/s","K 769.897 nm c/s","Mg 279.553 nm c/s","Mg 280.270 nm c/s","Mn 257.610 nm c/s","Mn 293.931 nm c/s","Na 588.995 nm c/s","Na 589.592 nm c/s","P 213.618 nm c/s","P 214.914 nm c/s","Ti 334.941 nm c/s","Ti 336.122 nm c/s"
"Rack:Tube","Solution Label","Timestamp","Al 237.312 nm ppm","Al 308.215 nm ppm","Ca 315.887 nm ppm","Ca 422.673 nm ppm","Fe 238.204 nm ppm","Fe 259.940 nm ppm","K 766.491 nm ppm","K 769.897 nm ppm","Mg 279.553 nm ppm","Mg 280.270 nm ppm","Mn 257.610 nm ppm","Mn 293.931 nm ppm","Na 588.995 nm ppm","Na 589.592 nm ppm","P 213.618 nm ppm","P 214.914 nm ppm","Ti 334.941 nm ppm","Ti 336.122 nm ppm","Al 237.312 nm c/s","Al 308.215 nm c/s","Ca 315.887 nm c/s","Ca 422.673 nm c/s","Fe 238.204 nm c/s","Fe 259.940 nm c/s","K 766.491 nm c/s","K 769.897 nm c/s","Mg 279.553 nm c/s","Mg 280.270 nm c/s","Mn 257.610 nm c/s","Mn 293.931 nm c/s","Na 588.995 nm c/s","Na 589.592 nm c/s","P 213.618 nm c/s","P 214.914 nm c/s","Ti 334.941 nm c/s","Ti 336.122 nm c/s"
"S1:1","Blank","28-04-2025 15:38",0,0.01,0,0,-0.01,0.01,0.01,0.01,-0.01,0,-0.01,-0.01,0,-0.01,-0.01,0.01,0,0.01,10.21,874.23,7.33,177.72,17.09,36.39,162.09,16307.08,99.97,51.52,56.58,5.45,20391.57,164.95,8.33,0.47,105.76,97.3
"S1:2","Standard 1","28-04-2025 15:42",1.61,1.58,0.16,0.16,1.46,1.53,0.77,0.8,0.16,0.17,0.16,0.16,0.16,0.17,0.15,0.14,0.15,0.15,6998,16155.55,3830.11,44060.64,161179.79,121858.9,38289.18,53316.46,261465.56,75546.07,72202.76,11228.23,90175.65,34899.74,461.55,175.99,70828.84,47150.63
"S1:3","Standard 2","28-04-2025 15:46",3.07,3.26,0.32,0.3,2.91,3.15,1.51,1.55,0.31,0.31,0.32,0.31,0.32,0.32,0.31,0.29,0.3,0.3,14081.67,31029.79,7730.41,88162.1,328055.64,225476.36,81924.85,83970.39,523535.23,144031.25,142668.31,22286.76,169800.48,70180.02,943.73,345.24,136898.53,96211.31
"S1:4","Standard 3","28-04-2025 15:50",6.11,6.46,0.66,0.65,5.97,6.22,3.15,3.18,0.61,0.64,0.63,0.63,0.59,0.65,0.61,0.61,0.63,0.64,27114.62,65315.73,15633.34,167433.94,676054.38,458890.22,159475.02,163888.42,1097591.47,300475.83,284880.38,43845.33,343095.41,148981.74,1920.3,686.04,280197.34,184453.06
"S1:5","Standard 4","28-04-2025 15:53",12.49,13.14,1.25,1.23,12.2,12.49,6.26,6.27,1.21,1.29,1.2,1.26,1.28,1.28,1.21,1.27,1.27,1.22,55601.44,123830.86,29732.29,352760.33,1310520.04,907392.71,351087.92,342214.31,2140769.95,566639.58,582406.84,93572.2,699374.87,318530.56,3752.36,1493.35,557328.41,376443
"S1:6","Standard 5","28-04-2025 15:57",24.9,24.5,2.55,2.43,23.78,25.41,12.58,13.01,2.39,2.61,2.45,2.58,2.55,2.6,2.45,2.5,2.55,2.52,108046.82,257827.62,55246.13,695552.13,2552211.82,1772129.6,722298.2,712596.7,4050165.06,1058981.82,1102900.39,177949.48,1421857.02,670749.97,7597.88,2837.23,1045676.14,708823.11
"S1:7","Standard 6","28-04-2025 16:01",49.59,50.31,4.83,5.3,50.52,51.38,"--","--",4.97,4.99,5,4.77,"--","--",4.92,4.99,5.16,5.13,211162.01,537242.38,113103.05,1330963.82,4621862.95,3575396.85,"--","--",7341133.91,2116628.9,2210465.74,351924.55,"--","--",14493.76,5718.5,2222834.5,1495538.52
"01:01","BLK 1","28-04-2025 16:06",3.05,5.47,4.44,4.45,44.42,44.93,1.68,8.29,0.85,0.87,0.2,0.2,5.38,5.12,0.48,"0.68 u",0.27,0.23,146.5,1364.61,1013.31,11827.15,44952.4,33563.1,1036.89,20761.35,14250.33,3746.76,953.05,141.73,45437.95,13530.09,22.13,8.04,1284.24,782.5
"01:02","BLK 2","28-04-2025 16:09",1.08,3.18,5.18,4.84,42.91,41.77,1.16,6.73,0.67,0.64,0.15,0.15,5.26,4.76,"0.22 u","-0.08 u",0.11,0.08,57.1,1248.96,1167.42,14524.91,47108.47,31414.46,722.45,18305.93,11146.56,2955.85,817.1,122.04,47029.18,12773.46,14.18,-0.49,575.1,330.32
"01:03","BLK 3","28-04-2025 16:13",0.55,1.95,3.5,3.62,38.85,40.17,0.75,6.38,0.36,0.39,0.15,0.14,3.01,2.67,"0.08 u","0.01 u",0.08,0.04,34.05,1078.3,795.99,9349.06,43440.39,29632.03,550.45,19227.41,6185.36,1769.68,711.94,101.3,35122.08,7130.81,10.82,0.64,419.9,217.75
