"Rack:Tube","Solution Label","Timestamp","Al 237.312 nm ppm","Al 308.215 nm ppm","Ca 315.887 nm ppm","Ca 422.673 nm ppm","Fe 238.204 nm ppm","Fe 259.940 nm ppm","K 766.491 nm ppm","K 769.897 nm ppm","Mg 279.553 nm ppm","Mg 280.270 nm ppm","Mn 257.610 nm ppm","Mn 293.931 nm ppm","Na 588.995 nm ppm","Na 589.592 nm ppm","P 213.618 nm ppm","P 214.914 nm ppm","Ti 334.941 nm ppm","Ti 336.122 nm ppm","Al 237.312 nm c/s","Al 308.215 nm c/s","Ca 315.887 nm c/s","Ca 422.673 nm c/s","Fe 238.204 nm c/s","Fe 259.940 nm c/s","K 766.491 nm c/s","K 769.897 nm c/s","Mg 279.553 nm c/s","Mg 280.270 nm c/s","Mn 257.610 nm c/s","Mn 293.931 nm c/s","Na 588.995 nm c/s","Na 589.592 nm c/s","P 213.618 nm c/s","P 214.914 nm c/s","Ti 334.941 nm c/s","Ti 336.122 nm c/s"
"Rack:Tube","Solution Label","Timestamp","Al 237.312 nm ppm","Al 308.215 nm ppm","Ca 315.887 nm ppm","Ca 422.673 nm ppm","Fe 238.204 nm ppm","Fe 259.940 nm ppm","K 766.491 nm ppm","K 769.897 nm ppm","Mg 279.553 nm ppm","Mg 280.270 nm ppm","Mn 257.610 nm ppm","Mn 293.931 nm ppm","Na 588.995 nm ppm","Na 589.592 nm ppm","P 213.618 nm ppm","P 214.914 nm ppm","Ti 334.941 nm ppm","Ti 336.122 nm ppm","Al 237.312 nm c/s","Al 308.215 nm c/s","Ca 315.887 nm c/s","Ca 422.673 nm c/s","Fe 238.204 nm c/s","Fe 259.940 nm c/s","K 766.491 nm c/s","K 769.897 nm c/s","Mg 279.553 nm c/s","Mg 280.270 nm c/s","Mn 257.610 nm c/s","Mn 293.931 nm c/s","Na 588.995 nm c/s","Na 589.592 nm c/s","P 213.618 nm c/s","P 214.914 nm c/s","Ti 334.941 nm c/s","Ti 336.122 nm c/s"
"S1:1","Blank","28-04-2025 14:08",0,0,0,0,0,-0.01,0,0.01,-0.01,0.01,0,0,0,-0.01,0,0.01,-0.01,0,10.39,824.2,7.18,186.46,18.49,39.39,159.84,15919.8,103.99,53.31,55.57,5.42,19031.94,154.12,8.46,0.48,112.88,98.35
"S1:2","Standard 1","28-04-2025 14:12",1.62,1.62,0.16,0.15,1.42,1.45,0.83,0.83,0.16,0.16,0.17,0.15,0.16,0.16,0.16,0.15,0.14,0.16,6745.21,16427.11,3859.8,47199.34,160701.04,124482.82,38798.08,49648.6,273016.89,74539.49,71904.2,11087.27,94532.3,33298.39,454.42,186.39,69772.87,47980.04
"S1:3","Standard 2","28-04-2025 14:16",3.21,3.02,0.32,0.3,3.11,2.98,1.56,1.63,0.32,0.31,0.31,0.32,0.31,0.31,0.31,0.29,0.31,0.32,13905.94,33055.6,7715.82,87440.58,340853.83,226508.52,80149.46,89838.21,533724.65,145801.8,146020.82,22308.14,164937.81,71348.87,949.47,363.05,137453.96,89832.97
"S1:4","Standard 3","28-04-2025 14:20",6.13,6.31,0.6,0.62,6.06,5.93,3.18,3.22,0.62,0.6,0.59,0.63,0.64,0.61,0.63,0.64,0.6,0.6,27339.98,61961.02,14848.5,165878.75,697516.2,455085.44,166973.19,159232.95,1002453.99,290687.15,282252.42,43880.49,319264.59,143577.83,1890.84,740.5,270208.1,189234.09
"S1:5","Standard 4","28-04-2025 14:23",12.78,13.05,1.24,1.27,12.02,12.17,6.59,6.49,1.2,1.31,1.25,1.21,1.19,1.3,1.19,1.25,1.24,1.32,51599.99,125150.4,28891.22,347943.76,1297196.76,947072.84,357924.32,335272.14,2074188.27,590669.59,557977.93,86405.13,662917.84,325892.79,3667.28,1376.28,567778.96,379451.4
"S1:6","Standard 5","28-04-2025 14:27",25.66,24.19,2.56,2.61,23.49,23.56,12.07,12.75,2.47,2.59,2.6,2.42,2.6,2.37,2.39,2.39,2.6,2.46,103655.6,248604.31,53833.71,689083.2,2569634.45,1872788.45,742935.96,685477.75,3862182.99,1090730.37,1114847.54,181064.72,1400292.94,711855.56,7814.24,2835.46,1107328.35,704462.87
"S1:7","Standard 6","28-04-2025 14:31",52.77,52,5.29,4.83,49.83,46.77,"--","--",5.02,4.86,5.17,5.2,"--","--",4.72,5.03,4.8,5.2,203800.92,526096.49,110997.65,1415569.31,4799792.17,3333824.13,"--","--",7518247.62,2151128.48,2202886.14,366077.7,"--","--",15472.82,5826.72,2061230.5,1460940.35
"01:01","BLK 1","28-04-2025 14:36",3.11,5.46,4.11,4.45,44.57,42.84,1.71,9.02,0.89,0.85,0.2,0.2,5.54,5.23,0.49,"0.68 u",0.25,0.22,138.85,1373.93,1027.67,12057.39,45548.25,34226.15,968.85,20792.65,13134.1,3663.39,921.31,145.29,48261.89,13318.09,23.37,8,1261.32,781.69
"01:02","BLK 2","28-04-2025 14:39",1.09,3.22,4.99,5.15,40.4,42,1.13,6.54,0.65,0.62,0.16,0.15,5.08,5.12,"0.22 u","-0.08 u",0.11,0.08,55.89,1184.47,1196.28,13626.29,46102.7,31291.14,706.82,19403.27,11317.15,2991.48,801.56,113.66,47412.68,12314.71,14.69,-0.49,611.98,328.27
"01:03","BLK 3","28-04-2025 14:43",0.56,1.95,3.5,3.36,40.93,40.97,0.77,6.6,0.39,0.38,0.15,0.13,2.98,2.67,"0.08 u","0.01 u",0.08,0.04,33.02,1056.07,832.63,9935.5,40259.18,30365.31,564.98,19867.77,5988.97,1712.45,753.99,104.18,32911.95,6725.93,10.22,0.63,429.91,228.67
"S1:8","QC MES 5 ppm","28-04-2025 14:47",5.13,5.07,4.79,4.45,4.62,5.03,5.49,5.11,4.79,4.81,4.69,5,5.05,5.14,4.87,4.71,4.76,4.82,21278.35,48486.59,102100.82,1311666.7,514930.7,370436.09,261029.83,254874.57,7237828.12,2200135.99,2051506.19,362228.88,2387677.51,1215321.92,15196.71,5776.47,2003491.8,1477831.45
"S1:9","SJS-Std","28-04-2025 14:51",81270.89,81534.58,20093.06,19582.46,37722.67,35761.29,24326.52,23884.28,15997.05,15210.16,576.15,548.18,13351.06,12584.53,684.21,806.3,3463.99,3463.71,35101.25,83166.14,47263.36,520433.47,402869.86,293436.51,121303.79,120692.86,2601933.08,683175.74,26516.53,4312.76,654451.61,323961.96,212.46,90.17,158939.31,99843.57
"S1:9","SJS-Std","28-04-2025 14:55",79575.77,81661.9,19359.5,18444.72,38454.52,38679.52,24881.13,24490.03,16096.64,14839.56,557.39,576.45,13647.03,13592.92,686.6,698.97,3442.55,3675.43,33298.6,76520.29,44925.72,536451.41,385990.5,295615.74,125896.15,120373.31,2585837.63,695123.51,26574.17,4161.28,635404.66,308359.08,209.57,80.61,151994.26,100287.07
"S1:9","SJS-Std","28-04-2025 14:59",82800.38,77818.1,20540.01,18587.83,36565.89,37491.96,24766.56,23465.12,16310.95,15051.1,600.89,553.53,13775.26,12999.54,645.36,755.88,3485.36,3559.4,32665.65,82291.28,47765.41,549703.59,400195.93,291789.13,127208.09,119885.89,2502568.48,717495.67,25283,3998.26,695694.22,321153.3,203.79,86.53,152536.95,99916.8
"01:04","MCS 575","28-04-2025 15:03",84601.83,84805.69,1496.58,1401.97,37735.29,38611.36,25995.01,27060.3,7554.56,6914.14,721.29,741.93,4283.6,3993.8,400.25,437.93,4427.39,4538.45,84407.07,215196.03,8532.83,101154.05,994720.87,737245.94,322735.93,297428.7,3024399.15,813869.65,77670.79,12649.69,541620.33,240163.41,315.78,123.33,464716.01,328000.56
"01:05","MCS 576","28-04-2025 15:07",74950.08,74579.93,2251.49,2117.48,38234.14,40348.06,26888.77,26395.54,9451.41,9118.96,723.26,675.26,6406.48,5847.38,716.93,807.62,4182.49,4257.39,80357.19,197025.86,12828.96,151113.98,1077364.51,764538.47,358738.02,317308.38,4051644,1140140.33,83256.92,13026.98,780148.3,377384.97,565.24,230.84,473880.11,325013.48
"01:06","MCS 577","28-04-2025 15:11",96948.26,94656.15,1158.33,1257.87,47652.2,46477.85,30127.54,31045.72,9149.08,9442.07,320.29,335.03,3685.97,3439.71,490.51,589.05,5574.44,5428.64,101743.03,254469,6947.76,84608.69,1255477.55,898613.01,400293.06,351949.34,3755031.81,1070068.34,39798.36,5885.92,452299.8,214735.27,397.01,181.88,638820.92,434457.98
"01:07","MCS 578","28-04-2025 15:15",96118.88,96578.19,772.95,844.01,39965.73,42871.65,34542.67,33659.45,8294.4,8196.55,677.48,624.68,3261.08,3439.78,368.59,360.13,5060.8,4896.11,106812.71,259773,4798.44,67348.53,1156707.61,855479.04,467695.67,438281.7,3659920.97,1021702.55,78083.34,12883.37,473125.48,219055.09,287.36,116.24,586011.94,423271.95
"01:08","MCS 579","28-04-2025 15:19",70676.11,77126.53,1188.77,1163.6,35021.39,33409.63,24929.52,23202.09,6441.24,6471.44,565.66,589.71,3713.89,3845.01,422.22,430.08,4523.52,4159.77,91780.14,220026.72,7558.53,92098.17,963156.91,751276.44,344567.02,306801.2,3208659.32,866615.34,70690.24,11314.09,573358.11,273609.01,344.04,136.86,540547.99,361142.59
"01:09","MCS 580","28-04-2025 15:23",102763.32,113181.94,1361.52,1468.26,48092.96,51073.69,35417.88,37745.93,10165.23,9785.33,702.37,692.36,3845.26,3749.96,790,833.17,6243.78,6304.14,117683.46,298552.07,8519.34,109284.85,1371671.68,1004068.39,516115.61,439436.59,4318145.25,1257918,82224.63,13632.78,520728.04,253718.97,672.88,266.13,740618.66,488185.44
"01:10","MCS 581","28-04-2025 15:27",94288.03,94269.61,1051.51,1148.1,47651.08,44096.66,33329.9,32051.53,8841.04,9076.12,539.51,549.38,4190.23,4094.6,440.49,452.64,5348.29,5591.72,96544.86,242161.95,6565.07,72893.59,1177009.46,878787.17,402860.68,380847.22,3788556.27,998012.81,57868.19,9214.37,492579.32,234350.73,325.67,139.64,572433.9,415263.45
"01:11","MCS 582","28-04-2025 15:31",79210.79,82380.87,1469.94,1443.28,40211.82,39874.96,28125.83,25884.32,8277.6,8768.67,560.27,599.38,3091.74,2932.87,314.62,385.63,4803.64,4939.91,80882.08,196022.08,7526.42,89046.37,954067.75,674892.06,322278.99,299165,3130794.52,878595.85,57095.09,9545.94,366627.87,167853.24,226.06,96.63,483126.18,318912.41
"01:12","MCS 583","28-04-2025 15:35",87016.4,87777.54,1723.31,1872.43,41341.91,40604.67,26507.52,25545.94,8174.64,7647.29,490.12,493.71,5010.63,5007.91,569.49,603.44,4814.01,4621.89,93881.12,233221.25,11249.3,139468.1,1129712.27,805243.13,365233.12,329393.99,3255938.01,961024.46,57319.89,9599.15,682384.21,340300.01,434.24,182.21,560713.6,382491.4
"01:13","MCS 584","28-04-2025 15:39",87880.09,85705.02,1323.13,1438.37,40996.15,42209.04,28919.57,29192.25,8471.04,8347.64,321.77,301.04,3319.28,3494.2,482.8,542.94,5272.44,5286.81,97350.84,247827.12,8663.78,100531.56,1218848.33,912969.01,407367.12,355100.7,3547160.71,967550.56,37439.96,5990.83,477351.82,221082.75,405.87,162.87,621360.95,429566.4
"S1:8","QC MES 5 ppm","28-04-2025 15:43",5.03,4.95,5.22,4.61,4.99,4.92,5.41,5.51,4.83,4.6,4.84,4.77,4.81,5.12,4.89,4.81,4.73,4.8,20639.51,49594.24,109347.85,1196869.36,522089.02,363361.11,269077.77,248573.22,7500222.65,2092507.49,2071977.77,361971.97,2434182.38,1173814.62,14437.28,5564.77,2007496.49,1442684.81
"S1:9","SJS-Std","28-04-2025 15:47",83584.64,81751.27,19267.89,19471.08,36260.49,37286.35,23272.77,22804.34,15719.56,16113.85,595.06,596.68,13398.25,13708.82,664.16,766.6,3463.63,3604.05,32346.26,79267.53,46391.78,503608.9,393048.39,289419.27,118042.56,127676.33,2577036.43,692688.27,25079.06,4193,669597.59,334410.71,210.93,94.77,153106.08,104930.96
"01:14","MCS 585","28-04-2025 15:51",70542.07,69310.17,2269.03,2412.63,30025.49,29978.9,21574.11,22384.3,5779.05,6077.53,288.92,294.06,4981.26,4712.87,825.95,965.43,3794.6,3606.93,76243.06,189274.54,14308.82,163319.99,781675.17,594882.66,283117.96,277369.89,2321712.37,656473.83,33282.99,5441.44,608800.53,309876.62,686.82,268.9,391170.27,268143.15
"01:15","MCS 586","28-04-2025 15:55",87086.71,91970.73,1042.39,1111.75,48667.28,47427.04,29227.51,28465.91,9162.94,8646.26,679.45,658.07,3096.54,3246.15,419.72,474.22,5287.77,5457.19,101161.07,248738.5,6581.08,83683.59,1435403.21,971664.31,395843.83,357548.09,4027863.2,1145657.89,87997.28,13047.29,465059.56,220672.75,360.5,145.26,625111.91,442783.74
