"Rack:Tube","Solution Label","Timestamp","Al 237.312 nm ppm","Al 308.215 nm ppm","Ca 315.887 nm ppm","Ca 422.673 nm ppm","Fe 238.204 nm ppm","Fe 259.940 nm ppm","K 766.491 nm ppm","K 769.897 nm ppm","Mg 279.553 nm ppm","Mg 280.270 nm ppm","Mn 257.610 nm ppm","Mn 293.931 nm ppm","Na 588.995 nm ppm","Na 589.592 nm ppm","P 213.618 nm ppm","P 214.914 nm ppm","Ti 334.941 nm ppm","Ti 336.122 nm ppm","Al 237.312 nm c/s","Al 308.215 nm c/s","Ca 315.887 nm c/s","Ca 422.673 nm c/s","Fe 238.204 nm c/s","Fe 259.940 nm c/s","K 766.491 nm c/s","K 769.897 nm c/s","Mg 279.553 nm c/s","Mg 280.270 nm c/s","Mn 257.610 nm c/s","Mn 293.931 nm c/s","Na 588.995 nm c/s","Na 589.592 nm c/s","P 213.618 nm c/s","P 214.914 nm c/s","Ti 334.941 nm c/s","Ti 336.122 nm c/s"
"Rack:Tube","Solution Label","Timestamp","Al 237.312 nm ppm","Al 308.215 nm ppm","Ca 315.887 nm ppm","Ca 422.673 nm ppm","Fe 238.204 nm ppm","Fe 259.940 nm ppm","K 766.491 nm ppm","K 769.897 nm ppm","Mg 279.553 nm ppm","Mg 280.270 nm ppm","Mn 257.610 nm ppm","Mn 293.931 nm ppm","Na 588.995 nm ppm","Na 589.592 nm ppm","P 213.618 nm ppm","P 214.914 nm ppm","Ti 334.941 nm ppm","Ti 336.122 nm ppm","Al 237.312 nm c/s","Al 308.215 nm c/s","Ca 315.887 nm c/s","Ca 422.673 nm c/s","Fe 238.204 nm c/s","Fe 259.940 nm c/s","K 766.491 nm c/s","K 769.897 nm c/s","Mg 279.553 nm c/s","Mg 280.270 nm c/s","Mn 257.610 nm c/s","Mn 293.931 nm c/s","Na 588.995 nm c/s","Na 589.592 nm c/s","P 213.618 nm c/s","P 214.914 nm c/s","Ti 334.941 nm c/s","Ti 336.122 nm c/s"
"S1:1","Blank","28-04-2025 16:08",0,0,-0.01,0.01,0.01,0.01,0,0.01,0.01,0,0,-0.01,0,0,-0.01,0,-0.01,0,9.96,886.04,7.22,181.5,17.54,38.05,159.97,16015.88,101.22,52.19,58.66,5.53,20008.2,155.48,8.08,0.47,107,100.01
"S1:2","Standard 1","28-04-2025 16:12",1.66,1.51,0.16,0.16,1.44,1.53,0.79,0.78,0.16,0.15,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.14,7067.13,16051.09,3872.41,46911.62,162125.25,119777.05,39508.52,50687.85,273671.19,74367.79,68432.85,11257.95,91177.71,36355.49,457.01,187.7,71239.7,47075.16
"S1:3","Standard 2","28-04-2025 16:16",3.1,3.14,0.31,0.33,3.11,3.16,1.56,1.62,0.32,0.32,0.3,0.3,0.3,0.32,0.29,0.3,0.3,0.31,13612.29,31912.42,7885.95,93011.22,346150.05,225694.7,80044.08,89302.31,532617.87,153361.13,144851.64,23184.32,161179.77,67552.6,944.52,372.68,131077.9,96310.1
"S1:4","Standard 3","28-04-2025 16:20",6.22,6.05,0.61,0.61,6.04,6.26,3.01,3.32,0.64,0.63,0.59,0.6,0.6,0.65,0.63,0.61,0.61,0.63,26640.87,64881.96,15614.41,176701.38,664751.76,463344.33,170711.38,155247.81,1028779.57,291266.44,275221.64,44601.96,317693.68,154950.07,1860.57,683.84,284647.33,179986.43
"S1:5","Standard 4","28-04-2025 16:23",13.19,12.69,1.25,1.24,12.79,12.88,6.12,6.59,1.32,1.27,1.22,1.29,1.3,1.21,1.24,1.2,1.21,1.29,53385.05,126387.02,27775.8,326584.3,1299996.41,927683.07,347632.96,330236.81,1973183.01,591491.72,553360.06,89636.42,693342.81,305214.52,3866.03,1374.95,573136.32,366936.14
"S1:6","Standard 5","28-04-2025 16:27",25.87,24.54,2.61,2.45,23.63,23.35,12.47,12.35,2.46,2.46,2.4,2.55,2.39,2.52,2.5,2.43,2.43,2.57,107676.28,249367.71,53022.28,640112.48,2448857.9,1797847.37,751197.3,668650.29,3782456.97,1160746.2,1097136.97,172750.63,1379115.47,708270.45,7556.49,2849.73,1106617.96,726026.84
"S1:7","Standard 6","28-04-2025 16:31",48.11,50.41,4.99,5.09,48.08,49.92,"--","--",4.92,4.98,4.75,5.23,"--","--",4.78,5.07,4.95,5.23,206076.4,494545.82,110102.57,1327792.09,5085470.57,3515324.16,"--","--",7688399.34,2237740.03,2217876.91,356143.21,"--","--",14639.18,5875.26,2157321.63,1460854.16
"01:01","BLK 1","28-04-2025 16:36",3.08,5.42,4.07,4.09,40.99,43.62,1.63,8.6,0.86,0.8,0.19,0.2,5.61,5.49,0.49,"0.68 u",0.25,0.23,139.88,1385.28,1014.58,11596.53,46805.57,32463.87,1022.41,19556.35,13774.64,3681.23,1001.25,140.36,47504.32,12438.78,23.41,7.83,1226.13,755.98
"01:02","BLK 2","28-04-2025 16:39",1.09,3.19,5.12,5.2,39.9,40.4,1.13,6.48,0.65,0.62,0.15,0.15,5.35,5.15,"0.22 u","-0.08 u",0.11,0.08,58.26,1206.29,1143.91,13990.77,43596.93,31616.58,733.13,19021.32,10386.61,2931.66,759.08,114.72,43817.39,12350.51,14.38,-0.48,613.06,338.89
