"Rack:Tube","Solution Label","Timestamp","Al 237.312 nm ppm","Al 308.215 nm ppm","Ca 315.887 nm ppm","Ca 422.673 nm ppm","Fe 238.204 nm ppm","Fe 259.940 nm ppm","K 766.491 nm ppm","K 769.897 nm ppm","Mg 279.553 nm ppm","Mg 280.270 nm ppm","Mn 257.610 nm ppm","Mn 293.931 nm ppm","Na 588.995 nm ppm","Na 589.592 nm ppm","P 213.618 nm ppm","P 214.914 nm ppm","Ti 334.941 nm ppm","Ti 336.122 nm ppm","Al 237.312 nm c/s","Al 308.215 nm c/s","Ca 315.887 nm c/s","Ca 422.673 nm c/s","Fe 238.204 nm c/s","Fe 259.940 nm c/s","K 766.491 nm c/s","K 769.897 nm c/s","Mg 279.553 nm c/s","Mg 280.270 nm c/s","Mn 257.610 nm c/s","Mn 293.931 nm c/s","Na 588.995 nm c/s","Na 589.592 nm c/s","P 213.618 nm c/s","P 214.914 nm c/s","Ti 334.941 nm c/s","Ti 336.122 nm c/s"
"Rack:Tube","Solution Label","Timestamp","Al 237.312 nm ppm","Al 308.215 nm ppm","Ca 315.887 nm ppm","Ca 422.673 nm ppm","Fe 238.204 nm ppm","Fe 259.940 nm ppm","K 766.491 nm ppm","K 769.897 nm ppm","Mg 279.553 nm ppm","Mg 280.270 nm ppm","Mn 257.610 nm ppm","Mn 293.931 nm ppm","Na 588.995 nm ppm","Na 589.592 nm ppm","P 213.618 nm ppm","P 214.914 nm ppm","Ti 334.941 nm ppm","Ti 336.122 nm ppm","Al 237.312 nm c/s","Al 308.215 nm c/s","Ca 315.887 nm c/s","Ca 422.673 nm c/s","Fe 238.204 nm c/s","Fe 259.940 nm c/s","K 766.491 nm c/s","K 769.897 nm c/s","Mg 279.553 nm c/s","Mg 280.270 nm c/s","Mn 257.610 nm c/s","Mn 293.931 nm c/s","Na 588.995 nm c/s","Na 589.592 nm c/s","P 213.618 nm c/s","P 214.914 nm c/s","Ti 334.941 nm c/s","Ti 336.122 nm c/s"
"S1:1","Blank","28-04-2025 16:38",0.01,0.01,0.01,0,0,0,0,0.01,-0.01,-0.01,-0.01,0,0,0,-0.01,0,0,0.01,9.71,886.14,7.52,179.48,17.99,36.03,157.09,15766.47,108.03,51.27,57.58,5.42,20439.56,156.65,8.53,0.49,105.76,100.97
"S1:2","Standard 1","28-04-2025 16:42",1.54,1.66,0.16,0.16,1.46,1.42,0.79,0.81,0.15,0.16,0.17,0.16,0.17,0.16,0.16,0.16,0.15,0.15,6740.35,16895.59,3640.27,45030.75,167875.68,121835.15,39193.23,52587.66,265245.28,75406.18,74431.22,11548.43,96350.65,35760.67,445.08,187.14,68284.22,45936.65
"S1:3","Standard 2","28-04-2025 16:46",3.25,3.12,0.32,0.3,3.02,3.13,1.61,1.64,0.32,0.31,0.31,0.32,0.3,0.32,0.29,0.31,0.31,0.31,14141.74,33759.74,7535.01,88277.2,322535.81,238306.31,75482.76,89662.15,519867.08,139666.35,142767.2,23684.5,165655.12,71243.09,968.89,367.18,142282.73,91338.23
"S1:4","Standard 3","28-04-2025 16:50",6.49,6.13,0.62,0.62,6.4,6.08,3.21,3.08,0.62,0.66,0.63,0.62,0.65,0.6,0.59,0.58,0.62,0.64,26070.19,64323.52,14863.03,180072.74,637011.95,475278.57,164723.47,168752.37,1049954.77,292117.29,280522.65,44067.84,315008.2,153032.35,1831.29,703.98,274030.61,192560.57
"S1:5","Standard 4","28-04-2025 16:53",12.62,13.09,1.27,1.3,12.3,11.79,6.49,6.13,1.21,1.29,1.3,1.21,1.29,1.27,1.18,1.25,1.22,1.27,52326.46,125164.18,28380.38,351191.02,1313793.48,887188.14,359988.67,341964.58,2133302.77,570847.15,583040.73,90544.46,683901.55,305114.68,3963.54,1431.05,560158.44,363197.66
"S1:6","Standard 5","28-04-2025 16:57",24.95,24.58,2.62,2.63,23.93,24.74,12.95,13.15,2.44,2.51,2.58,2.44,2.57,2.6,2.48,2.41,2.57,2.56,105838,251064.86,52937.76,695814.18,2475919.3,1858845.08,745399.6,694231.16,4011926.16,1147713.69,1142202.58,178927.17,1353625.68,703048.61,7706.13,2720.62,1069721.74,709550.2
"S1:7","Standard 6","28-04-2025 17:01",49.57,49.36,5.29,5.3,49.38,47.69,"--","--",5.21,5.02,5.22,5.04,"--","--",4.72,5.1,5.22,4.91,211545.47,540918.36,105299.03,1428583.05,4838632.99,3407487.25,"--","--",7304581.96,2193767.46,2115147.31,367090.13,"--","--",15447.12,5767.17,2230276.65,1489694.91
"01:01","BLK 1","28-04-2025 17:06",3.07,5.38,4.16,4.34,43.92,42.6,1.69,8.72,0.81,0.85,0.2,0.21,5.74,5.62,0.51,"0.68 u",0.26,0.24,140.44,1379.36,1038.31,11845.57,44128.9,33703.96,1006.49,20050.54,13152.86,3665.42,918.46,144.8,46763.68,13405.09,23.7,8.36,1259.51,788.62
"01:02","BLK 2","28-04-2025 17:09",1.11,3.35,5.07,4.82,41.53,41.72,1.17,6.85,0.63,0.65,0.16,0.15,5.3,5.17,"0.22 u","-0.08 u",0.11,0.08,58.08,1167.11,1212.58,13592.62,44808.12,31013.34,724.27,19981.26,11306.86,2934.49,800.27,118.1,46133.61,12190.15,15.57,-0.48,587.3,331.14
"01:03","BLK 3","28-04-2025 17:13",0.56,1.84,3.59,3.55,41.1,40.42,0.75,6.21,0.38,0.37,0.15,0.15,2.89,2.86,"0.08 u","0.01 u",0.08,0.04,31.95,1048.97,778.65,9531.59,42727.98,28817.93,539.82,18815.79,6337.42,1712.22,727.83,101.37,34783.23,6885.72,10.55,0.64,447.5,214.61
