"Rack:Tube","Solution Label","Timestamp","Al 237.312 nm ppm","Al 308.215 nm ppm","Ca 315.887 nm ppm","Ca 422.673 nm ppm","Fe 238.204 nm ppm","Fe 259.940 nm ppm","K 766.491 nm ppm","K 769.897 nm ppm","Mg 279.553 nm ppm","Mg 280.270 nm ppm","Mn 257.610 nm ppm","Mn 293.931 nm ppm","Na 588.995 nm ppm","Na 589.592 nm ppm","P 213.618 nm ppm","P 214.914 nm ppm","Ti 334.941 nm ppm","Ti 336.122 nm ppm","Al 237.312 nm c/s","Al 308.215 nm c/s","Ca 315.887 nm c/s","Ca 422.673 nm c/s","Fe 238.204 nm c/s","Fe 259.940 nm c/s","K 766.491 nm c/s","K 769.897 nm c/s","Mg 279.553 nm c/s","Mg 280.270 nm c/s","Mn 257.610 nm c/s","Mn 293.931 nm c/s","Na 588.995 nm c/s","Na 589.592 nm c/s","P 213.618 nm c/s","P 214.914 nm c/s","Ti 334.941 nm c/s","Ti 336.122 nm c/s"
"Rack:Tube","Solution Label","Timestamp","Al 237.312 nm ppm","Al 308.215 nm ppm","Ca 315.887 nm ppm","Ca 422.673 nm ppm","Fe 238.204 nm ppm","Fe 259.940 nm ppm","K 766.491 nm ppm","K 769.897 nm ppm","Mg 279.553 nm ppm","Mg 280.270 nm ppm","Mn 257.610 nm ppm","Mn 293.931 nm ppm","Na 588.995 nm ppm","Na 589.592 nm ppm","P 213.618 nm ppm","P 214.914 nm ppm","Ti 334.941 nm ppm","Ti 336.122 nm ppm","Al 237.312 nm c/s","Al 308.215 nm c/s","Ca 315.887 nm c/s","Ca 422.673 nm c/s","Fe 238.204 nm c/s","Fe 259.940 nm c/s","K 766.491 nm c/s","K 769.897 nm c/s","Mg 279.553 nm c/s","Mg 280.270 nm c/s","Mn 257.610 nm c/s","Mn 293.931 nm c/s","Na 588.995 nm c/s","Na 589.592 nm c/s","P 213.618 nm c/s","P 214.914 nm c/s","Ti 334.941 nm c/s","Ti 336.122 nm c/s"
"S1:1","Blank","28-04-2025 14:38",0.01,0,0,-0.01,0,0.01,0,0.01,0,-0.01,0,0.01,0.01,-0.01,-0.01,0.01,0,0,10.36,863.17,7.53,176.76,17.76,37.38,162.6,15520.01,100.76,53.19,57.55,5.56,19411.41,155.75,8.08,0.47,106.41,99.91
"S1:2","Standard 1","28-04-2025 14:42",1.63,1.52,0.16,0.16,1.43,1.49,0.82,0.79,0.16,0.16,0.16,0.15,0.16,0.16,0.15,0.15,0.14,0.15,6901.63,16512.52,3837.81,43450.9,169992.45,119811.71,39285.43,53673.53,261336.41,71749.67,70801.85,11310.19,89340.72,33414.62,441.65,188.29,66577.73,44349.54
"S1:3","Standard 2","28-04-2025 14:46",2.97,3.13,0.32,0.3,3.08,2.99,1.6,1.64,0.3,0.32,0.3,0.3,0.3,0.32,0.3,0.29,0.31,0.3,13467.58,32445.37,7693.35,87321.61,331307.61,243594.69,78185.04,84545.03,517558.22,150236.74,137793.1,23428.16,170184.58,70598.47,970.24,374.59,143039.48,91352.36
"S1:4","Standard 3","28-04-2025 14:50",6.48,6.54,0.61,0.64,6.09,6.02,3.02,3.29,0.63,0.6,0.64,0.63,0.65,0.64,0.64,0.58,0.61,0.63,28357.71,66507.11,14388.53,174849.57,636379.54,466828.34,169019.61,167216.68,1033791.82,291366.15,273338.85,45327.57,328577.64,153832.26,1929.12,676.1,267880.59,180241.05
"S1:5","Standard 4","28-04-2025 14:53",12.83,12.61,1.29,1.24,12.76,11.72,6.2,6.13,1.26,1.26,1.23,1.26,1.25,1.21,1.27,1.29,1.2,1.2,55222.48,129686.64,27802.5,323053.73,1337228.54,911548.69,353030.14,331528.03,2029214.6,568876.13,564266.28,92223.78,677071.95,326870.65,3623.83,1410.13,547219.27,362338.85
"S1:6","Standard 5","28-04-2025 14:57",24.05,24.41,2.42,2.62,24.32,25.07,13.13,12.33,2.54,2.61,2.5,2.5,2.6,2.38,2.38,2.56,2.4,2.54,104256.78,258319.94,53530.5,647737.59,2422991.01,1798988.23,716292.21,706490.22,3744239.53,1119146.06,1140474.61,180148.61,1372961.31,666438.21,7166.98,2730.97,1053206.01,701825.09
"S1:7","Standard 6","28-04-2025 15:01",50.45,50.35,5.23,4.88,51.01,48.81,"--","--",5.22,4.87,5.03,4.83,"--","--",5.04,5.02,4.92,5,201471.54,528685.7,112909.42,1437501.82,4949111.4,3562555.64,"--","--",7059343.11,2152090.78,2190684.13,338349.19,"--","--",14319.01,5714.68,2186986.77,1511465.96
"01:01","BLK 1","28-04-2025 15:06",3.21,5.22,4.1,4.48,42.39,41.54,1.67,9.08,0.81,0.83,0.2,0.2,5.44,5.59,0.51,"0.68 u",0.25,0.22,145.62,1393.73,1005.92,11234.36,44025.12,31113.43,1035.97,20757.79,13804.31,3703.24,939.6,139.39,47914.65,13612.9,22.35,8.38,1254.7,797.37
"01:02","BLK 2","28-04-2025 15:09",1.04,3.34,4.93,5.26,40.84,42.91,1.14,6.31,0.64,0.62,0.16,0.15,5.07,4.73,"0.22 u","-0.08 u",0.11,0.08,58.78,1249.24,1146.55,14611.41,44207.82,32933.44,720.06,19558.51,10325.04,3008.67,763.48,115.16,46678.99,11785.23,14.55,-0.5,571.11,340.13
