"Rack:Tube","Solution Label","Timestamp","Al 237.312 nm ppm","Al 308.215 nm ppm","Ca 315.887 nm ppm","Ca 422.673 nm ppm","Fe 238.204 nm ppm","Fe 259.940 nm ppm","K 766.491 nm ppm","K 769.897 nm ppm","Mg 279.553 nm ppm","Mg 280.270 nm ppm","Mn 257.610 nm ppm","Mn 293.931 nm ppm","Na 588.995 nm ppm","Na 589.592 nm ppm","P 213.618 nm ppm","P 214.914 nm ppm","Ti 334.941 nm ppm","Ti 336.122 nm ppm","Al 237.312 nm c/s","Al 308.215 nm c/s","Ca 315.887 nm c/s","Ca 422.673 nm c/s","Fe 238.204 nm c/s","Fe 259.940 nm c/s","K 766.491 nm c/s","K 769.897 nm c/s","Mg 279.553 nm c/s","Mg 280.270 nm c/s","Mn 257.610 nm c/s","Mn 293.931 nm c/s","Na 588.995 nm c/s","Na 589.592 nm c/s","P 213.618 nm c/s","P 214.914 nm c/s","Ti 334.941 nm c/s","Ti 336.122 nm c/s"
"Rack:Tube","Solution Label","Timestamp","Al 237.312 nm ppm","Al 308.215 nm ppm","Ca 315.887 nm ppm","Ca 422.673 nm ppm","Fe 238.204 nm ppm","Fe 259.940 nm ppm","K 766.491 nm ppm","K 769.897 nm ppm","Mg 279.553 nm ppm","Mg 280.270 nm ppm","Mn 257.610 nm ppm","Mn 293.931 nm ppm","Na 588.995 nm ppm","Na 589.592 nm ppm","P 213.618 nm ppm","P 214.914 nm ppm","Ti 334.941 nm ppm","Ti 336.122 nm ppm","Al 237.312 nm c/s","Al 308.215 nm c/s","Ca 315.887 nm c/s","Ca 422.673 nm c/s","Fe 238.204 nm c/s","Fe 259.940 nm c/s","K 766.491 nm c/s","K 769.897 nm c/s","Mg 279.553 nm c/s","Mg 280.270 nm c/s","Mn 257.610 nm c/s","Mn 293.931 nm c/s","Na 588.995 nm c/s","Na 589.592 nm c/s","P 213.618 nm c/s","P 214.914 nm c/s","Ti 334.941 nm c/s","Ti 336.122 nm c/s"
"S1:1","Blank","28-04-2025 15:38",0,0,0,0.01,0.01,-0.01,0,-0.01,-0.01,0,0,-0.01,0.01,-0.01,0.01,-0.01,0,0.01,9.89,820.69,7.51,189.91,17.06,38.8,164.4,16969.21,100.95,51.41,56.32,5.38,20427.36,162.73,8.54,0.5,108.47,93.92
"S1:2","Standard 1","28-04-2025 15:42",1.62,1.54,0.15,0.16,1.53,1.42,0.76,0.79,0.16,0.16,0.17,0.16,0.16,0.16,0.15,0.14,0.15,0.15,7023.7,16353.74,3803.4,44174.11,166529.47,122021.32,39640.68,52483.18,268845.75,71407.84,73427.45,11807.4,92276.05,33259.95,462.95,173.55,70803.76,47180.53
"S1:3","Standard 2","28-04-2025 15:46",3.06,3.14,0.31,0.31,3.01,2.94,1.5,1.6,0.3,0.3,0.3,0.31,0.3,0.31,0.31,0.3,0.32,0.31,13392.61,31793.11,8054.24,91590.85,338673.34,228121.77,79942.28,87790.06,544381.72,144631.32,134904.55,22681.49,175370.85,72684.14,953.96,366.13,132559.06,96289.29
"S1:4","Standard 3","28-04-2025 15:50",6.29,6.2,0.63,0.65,6.24,6.43,3.17,3.05,0.63,0.64,0.65,0.64,0.62,0.6,0.64,0.63,0.62,0.66,27428.44,61176.65,15455.65,176610.39,638823.69,494335.5,171365.13,161892.82,1061097.81,299763.79,284290.08,45851.99,338900.94,151057.21,1885.81,704.15,267585.57,188148.11
"S1:5","Standard 4","28-04-2025 15:53",12.04,12.5,1.25,1.28,11.91,12.37,6.18,6.66,1.29,1.31,1.22,1.2,1.27,1.23,1.22,1.26,1.25,1.21,52547.88,123242.57,30048.15,346803.92,1345085.52,923824.21,356475.05,325859.74,2099282.73,580737.27,559216.57,95067.13,648175.87,328878.79,3726.59,1429.25,540476.04,372635.79
"S1:6","Standard 5","28-04-2025 15:57",25.79,24.12,2.56,2.54,23.93,25.12,13.21,12.26,2.44,2.56,2.36,2.54,2.36,2.5,2.49,2.56,2.49,2.43,106447.63,244572.49,55957.05,654266.61,2589579.56,1880732.06,773151.6,702717.75,4113665.96,1064609.79,1123234.22,179347.92,1332136.96,711967.05,7174.57,2808.37,1073206.97,710675.13
"S1:7","Standard 6","28-04-2025 16:01",49.25,50.09,5.02,4.89,47.14,47.65,"--","--",4.77,4.92,5.1,4.86,"--","--",4.76,4.93,4.85,5.06,216213.3,492454.36,104737.94,1329157.17,5007033.24,3385997.59,"--","--",7577398.08,2066469.58,2123192.97,362430.1,"--","--",14887.71,5504.72,2138662.4,1450590.53
"01:01","BLK 1","28-04-2025 16:06",3.14,5,4.4,4.44,41.38,42.78,1.63,8.72,0.88,0.83,0.21,0.19,5.32,5.2,0.49,"0.68 u",0.25,0.23,145.8,1412.09,978.23,11716.4,45301.2,33877.11,950.09,20524.85,13123.23,3968.92,990.3,143.21,45233.82,12662.19,22.78,8.24,1298.75,796.99
"01:02","BLK 2","28-04-2025 16:09",1.1,3.42,4.93,4.94,40.73,42.61,1.06,6.66,0.65,0.65,0.16,0.15,5.36,4.99,"0.22 u","-0.08 u",0.11,0.08,57.45,1157.79,1154.97,14667.96,43543.7,30791.07,695.28,19918.52,10700.03,3056.03,756.77,120.22,44866.79,12167.11,15.2,-0.49,619.21,323.39
