"Rack:Tube","Solution Label","Timestamp","Al 237.312 nm ppm","Al 308.215 nm ppm","Ca 315.887 nm ppm","Ca 422.673 nm ppm","Fe 238.204 nm ppm","Fe 259.940 nm ppm","K 766.491 nm ppm","K 769.897 nm ppm","Mg 279.553 nm ppm","Mg 280.270 nm ppm","Mn 257.610 nm ppm","Mn 293.931 nm ppm","Na 588.995 nm ppm","Na 589.592 nm ppm","P 213.618 nm ppm","P 214.914 nm ppm","Ti 334.941 nm ppm","Ti 336.122 nm ppm","Al 237.312 nm c/s","Al 308.215 nm c/s","Ca 315.887 nm c/s","Ca 422.673 nm c/s","Fe 238.204 nm c/s","Fe 259.940 nm c/s","K 766.491 nm c/s","K 769.897 nm c/s","Mg 279.553 nm c/s","Mg 280.270 nm c/s","Mn 257.610 nm c/s","Mn 293.931 nm c/s","Na 588.995 nm c/s","Na 589.592 nm c/s","P 213.618 nm c/s","P 214.914 nm c/s","Ti 334.941 nm c/s","Ti 336.122 nm c/s"
"Rack:Tube","Solution Label","Timestamp","Al 237.312 nm ppm","Al 308.215 nm ppm","Ca 315.887 nm ppm","Ca 422.673 nm ppm","Fe 238.204 nm ppm","Fe 259.940 nm ppm","K 766.491 nm ppm","K 769.897 nm ppm","Mg 279.553 nm ppm","Mg 280.270 nm ppm","Mn 257.610 nm ppm","Mn 293.931 nm ppm","Na 588.995 nm ppm","Na 589.592 nm ppm","P 213.618 nm ppm","P 214.914 nm ppm","Ti 334.941 nm ppm","Ti 336.122 nm ppm","Al 237.312 nm c/s","Al 308.215 nm c/s","Ca 315.887 nm c/s","Ca 422.673 nm c/s","Fe 238.204 nm c/s","Fe 259.940 nm c/s","K 766.491 nm c/s","K 769.897 nm c/s","Mg 279.553 nm c/s","Mg 280.270 nm c/s","Mn 257.610 nm c/s","Mn 293.931 nm c/s","Na 588.995 nm c/s","Na 589.592 nm c/s","P 213.618 nm c/s","P 214.914 nm c/s","Ti 334.941 nm c/s","Ti 336.122 nm c/s"
"S1:1","Blank","28-04-2025 16:38",0,0,0.01,-0.01,-0.01,0,0.01,0,0,0,0,0,0.01,-0.01,0,0,0,0.01,10.06,831.27,6.85,195.02,17.31,36.99,157.15,15627.24,106.76,51.05,58.93,5.25,18953.77,152.22,8.6,0.5,111.81,92.38
"S1:2","Standard 1","28-04-2025 16:42",1.64,1.58,0.16,0.17,1.55,1.55,0.78,0.83,0.15,0.15,0.15,0.16,0.16,0.16,0.14,0.15,0.15,0.15,6715.97,17019.43,3791.52,44065.66,165183.66,121899.85,38308.39,50289.61,277391.16,76354.5,71224.13,11326.58,88280.3,33681.87,475.19,183.27,70767.69,47402.99
"S1:3","Standard 2","28-04-2025 16:46",3.09,3.24,0.32,0.3,3.12,2.96,1.55,1.59,0.31,0.32,0.31,0.3,0.32,0.31,0.29,0.3,0.31,0.3,13310.13,33081.1,7820.06,91661.54,345672.48,234613.61,77025.4,84224.86,547528.76,149094.66,142437.35,22301.15,159170.77,73909.04,927.51,368.77,134098.41,90944.59
"S1:4","Standard 3","28-04-2025 16:50",6.41,6.6,0.61,0.61,5.88,6.09,3.03,3.22,0.61,0.63,0.6,0.64,0.61,0.64,0.6,0.58,0.63,0.61,26910.05,67024.29,15732.7,178375.97,684550.29,474620.44,168544.83,169119.27,1022207.2,299857.91,286214.79,43569.72,326471.2,152056.45,1820.39,720.54,265868.4,180763.77
"S1:5","Standard 4","28-04-2025 16:53",12.9,12.09,1.21,1.28,12.83,11.96,6.37,6.08,1.27,1.32,1.23,1.24,1.26,1.31,1.27,1.22,1.23,1.23,55479.23,134093.62,30166.35,340652.65,1370316.02,950003.2,345043.56,316728.73,2158847.99,574791.36,558601.49,87748.02,679948.12,335445.18,3644.61,1469.87,548773.87,383367.31
"S1:6","Standard 5","28-04-2025 16:57",24.33,26.08,2.53,2.6,23.2,24.96,13.02,13.15,2.56,2.55,2.54,2.54,2.56,2.51,2.42,2.33,2.51,2.56,106332.6,249100.68,54264.05,669465.58,2615886.13,1849652.93,725543.87,708974.73,4042817.02,1109599.64,1096794.12,185232.44,1400657.5,687755.07,7808.8,2728.09,1063670.66,735572.47
"S1:7","Standard 6","28-04-2025 17:01",49.09,52.7,4.94,5.2,47.96,47.59,"--","--",5.13,5,4.81,4.98,"--","--",4.92,4.94,5.23,4.87,209089.11,521151.19,109612.1,1438681.3,4807272.03,3526670,"--","--",7582398.21,2223762.03,2084537.93,355154.08,"--","--",14301.59,5784.19,2092314.13,1480632.44
"01:01","BLK 1","28-04-2025 17:06",3.05,5.04,4.35,4.19,44.41,44.65,1.62,8.52,0.81,0.83,0.2,0.2,5.56,5.46,0.49,"0.68 u",0.25,0.24,145.21,1406.95,997.6,11634.88,44988.75,33116.87,968.27,19908.96,13340.77,3763.02,928.06,145.43,44521.93,13355.01,23.44,8.46,1241.36,816.42
"01:02","BLK 2","28-04-2025 17:09",1.13,3.45,5.14,5.02,43.21,41.52,1.11,6.52,0.63,0.6,0.16,0.15,5.34,4.94,"0.22 u","-0.08 u",0.11,0.08,58.04,1145.84,1203.56,14716.79,46108.46,32032.8,731.67,19042.56,10575.05,2863.68,779.88,120.9,45352.83,12203.29,15.42,-0.47,614.06,333.44
"01:03","BLK 3","28-04-2025 17:13",0.54,1.96,3.53,3.33,40.05,39.86,0.75,6.19,0.36,0.37,0.14,0.14,3.04,2.92,"0.08 u","0.01 u",0.08,0.04,33.99,1000.27,805.37,9541.11,43448.7,31402.87,578.21,19726.12,6399.24,1703.74,730.43,107.24,34835.97,6955.73,10.71,0.65,459.84,211.83
"S1:8","QC MES 5 ppm","28-04-2025 17:17",4.74,5.01,4.77,4.62,4.62,5.02,5.4,5.22,5.01,4.43,4.83,4.71,5.16,5.13,4.92,4.92,4.94,4.88,21078.11,47601.44,107080.29,1267866.81,503643.49,390820.33,271732.95,256715.02,7532471.43,2188767.94,2143811.99,361261.92,2500336.37,1175796.46,14444.22,5702.74,1996541.64,1473289.85
"S1:9","SJS-Std","28-04-2025 17:21",79056.09,81381.42,20171.23,19739.58,36654.21,38174.31,24150.08,24251.58,14823.32,15949.12,554.49,576.21,13580.09,13408.32,661.33,818.86,3630.45,3480.37,34068.71,80713.64,43916,527996.56,400801.15,284625.68,126627.09,126091.66,2533163.77,693401.35,26810.63,4218.96,671878.21,315714.24,213.4,93.84,150718.42,105145.72
"S1:9","SJS-Std","28-04-2025 17:25",79985.13,78860.86,20112.04,18326.9,37684.09,38569.99,23004.8,23691.86,15195.74,16094.58,585.56,556.12,12515.44,12664.79,697.26,726.2,3604.01,3618.52,32507.73,77200.77,45785.61,511383.54,386245.21,291488.83,117648.63,126087.3,2424208.87,717739.65,26378.34,4070.55,662005.58,317091.36,216.26,82.38,151530.78,99542.18
"S1:9","SJS-Std","28-04-2025 17:29",76780.71,83059.68,20358.89,18811.43,38116.61,35630.29,24345.21,23223.29,15524.14,15695.64,578.41,575.05,12513.46,12940.57,635.76,751.65,3631.43,3614.35,32786.62,77153.82,47567.24,542265.88,416585.2,285380.63,119950.68,120506.77,2632471.71,687115.73,26647.21,4019.06,634762.58,324427.87,205.11,84.77,159947.2,107476.95
"01:04","MCS 575","28-04-2025 17:33",83142.54,79785.83,1450.74,1431.24,37600.31,39730.8,26423.32,25797.17,7226.6,7586.2,726.78,718.67,3962.84,3899.77,406.79,454.33,4399.35,4248.71,84694.17,207748.93,8344.65,94688.35,984604.07,751024.71,317629.89,297750.46,2878461.28,797910.65,78048.23,13533.25,547237.55,251097.7,319.17,126.84,454537.76,311662.14
"01:05","MCS 576","28-04-2025 17:37",77627.68,76830.46,2242.96,2242.64,39984.6,37697.96,26332.36,24626.42,8973.74,9426.61,684.67,702.13,6356.35,6376,749.42,731.75,4394.55,4198.39,85283.93,199048.76,12692.2,164979.95,1139668.1,759518.62,359026.72,306274.62,4040431.28,1162488.69,82693.57,13427.97,813616.91,385920.8,589.17,237.82,465178.75,344900.83
"01:06","MCS 577","28-04-2025 17:41",96879.19,93705.97,1132.54,1149.16,46593.75,47205.6,30404.92,30381.44,8749.6,9609.8,318.25,322.08,3535.95,3401.44,503.44,606.61,5846.32,5605.44,102578.79,241770.58,6948.02,81080.61,1305279.61,965508.1,390341.29,370785.64,3819657.15,1057895.77,38722.16,5891.36,472720.62,223552.34,421.3,168.42,628854.51,421778.17
"01:07","MCS 578","28-04-2025 17:45",93068.05,94376.73,750.31,893.46,42845.8,41404.33,33928.11,33411.72,8582,8319.79,615.76,649.53,3481.09,3529.19,365,375.8,5211.03,5238.41,109804.88,258691.85,4900.47,61798.24,1232774.83,883480.16,456785.56,435251.17,3772406.15,1052960.91,77378.91,13446.8,496803.79,224942.36,310.61,114.23,634523.54,408775.76
"01:08","MCS 579","28-04-2025 17:49",77347.58,71759.39,1155.73,1240.32,33258.28,32573.94,23379.63,24552.88,6577.24,6851.55,610.7,589.11,3805.73,4020.63,395.06,411.94,4325.43,4142.31,88050.45,211617.06,7752.25,88224.4,970195.91,684873.6,341264.35,315395.74,3108484.04,817263.94,76896.21,11464.95,562233.85,276946.21,371.12,134.39,538683.27,358883
"01:09","MCS 580","28-04-2025 17:53",108918.48,105068.94,1391.28,1507.74,50971.73,49266.73,36027.64,37421.31,9679.83,9528.09,676.36,726.21,3820.17,4019.83,756.26,857.09,6538.61,6162.09,128404.22,280646.35,8898.77,111707.51,1495433.66,1049116.98,500995.59,465133.08,4465458.41,1240876.85,83048.99,14018.38,549468.58,264912.36,674.17,255.77,734008.83,516706.13
"01:10","MCS 581","28-04-2025 17:57",91810.43,95838.95,1142.35,1080.49,46253.22,44311.75,30247.92,30229.29,9187.67,9252.66,525.86,557.91,3865.46,3972.73,448.17,463.53,5408.52,5454.63,102993.47,245552.91,6241.98,76043.31,1248117.16,824652.44,389930.06,365165.95,3613144.55,1095397.88,62012.22,9531.65,496539.99,239098.18,342.22,135.03,580777.08,396799.6
