"Rack:Tube","Solution Label","Timestamp","Al 237.312 nm ppm","Al 308.215 nm ppm","Ca 315.887 nm ppm","Ca 422.673 nm ppm","Fe 238.204 nm ppm","Fe 259.940 nm ppm","K 766.491 nm ppm","K 769.897 nm ppm","Mg 279.553 nm ppm","Mg 280.270 nm ppm","Mn 257.610 nm ppm","Mn 293.931 nm ppm","Na 588.995 nm ppm","Na 589.592 nm ppm","P 213.618 nm ppm","P 214.914 nm ppm","Ti 334.941 nm ppm","Ti 336.122 nm ppm","Al 237.312 nm c/s","Al 308.215 nm c/s","Ca 315.887 nm c/s","Ca 422.673 nm c/s","Fe 238.204 nm c/s","Fe 259.940 nm c/s","K 766.491 nm c/s","K 769.897 nm c/s","Mg 279.553 nm c/s","Mg 280.270 nm c/s","Mn 257.610 nm c/s","Mn 293.931 nm c/s","Na 588.995 nm c/s","Na 589.592 nm c/s","P 213.618 nm c/s","P 214.914 nm c/s","Ti 334.941 nm c/s","Ti 336.122 nm c/s"
"Rack:Tube","Solution Label","Timestamp","Al 237.312 nm ppm","Al 308.215 nm ppm","Ca 315.887 nm ppm","Ca 422.673 nm ppm","Fe 238.204 nm ppm","Fe 259.940 nm ppm","K 766.491 nm ppm","K 769.897 nm ppm","Mg 279.553 nm ppm","Mg 280.270 nm ppm","Mn 257.610 nm ppm","Mn 293.931 nm ppm","Na 588.995 nm ppm","Na 589.592 nm ppm","P 213.618 nm ppm","P 214.914 nm ppm","Ti 334.941 nm ppm","Ti 336.122 nm ppm","Al 237.312 nm c/s","Al 308.215 nm c/s","Ca 315.887 nm c/s","Ca 422.673 nm c/s","Fe 238.204 nm c/s","Fe 259.940 nm c/s","K 766.491 nm c/s","K 769.897 nm c/s","Mg 279.553 nm c/s","Mg 280.270 nm c/s","Mn 257.610 nm c/s","Mn 293.931 nm c/s","Na 588.995 nm c/s","Na 589.592 nm c/s","P 213.618 nm c/s","P 214.914 nm c/s","Ti 334.941 nm c/s","Ti 336.122 nm c/s"
"S1:1","Blank","28-04-2025 15:08",0.01,-0.01,0,0.01,0,0,0,0.01,0,0.01,0,0,0,-0.01,-0.01,0,0.01,0,10.57,873.44,7.41,183.25,18.61,38.32,154.22,15925.66,103.66,53.35,58.13,5.17,19506.44,166.46,7.9,0.48,107.08,95.26
"S1:2","Standard 1","28-04-2025 15:12",1.56,1.6,0.16,0.15,1.56,1.45,0.78,0.81,0.16,0.17,0.15,0.16,0.16,0.15,0.15,0.14,0.15,0.15,6791.19,17096.76,3828.83,46581.76,176193.79,114041.25,36231.07,49648,271446.98,77212.91,70580.59,11839.93,92433.24,33581.29,455.74,178.95,71135.77,45638.56
"S1:3","Standard 2","28-04-2025 15:16",3.03,3.25,0.31,0.32,3.15,3.05,1.55,1.62,0.3,0.3,0.32,0.31,0.32,0.31,0.31,0.31,0.31,0.3,13830.88,33218.39,7541.61,84385.77,340861.96,224944.75,81493.25,84502.32,551060.1,143339.13,140807.95,22092.05,159398.16,72596.42,979.36,363.45,137155.28,96844.57
"S1:4","Standard 3","28-04-2025 15:20",6.45,6.49,0.65,0.61,6.06,6.15,3.29,3.21,0.63,0.65,0.63,0.61,0.6,0.63,0.58,0.59,0.64,0.63,27683.59,66052.41,14662.35,175845.77,666725.77,487763.02,159855.38,162703.9,1045660.62,282523.82,288338.86,47235.39,313557.38,145438.68,1863.32,695.99,280048.99,193114.66
"S1:5","Standard 4","28-04-2025 15:23",12.43,12.06,1.3,1.24,12.12,12.17,6.42,6.65,1.22,1.28,1.27,1.27,1.23,1.23,1.18,1.24,1.28,1.22,52786.2,125710.79,27876.93,327461.8,1353847.44,896298.27,362577.9,314772.35,2069682.71,590884.19,581622.02,91574.57,688397.06,306991.19,3976.55,1422.94,573918.03,368495.45
"S1:6","Standard 5","28-04-2025 15:27",24.85,24.37,2.49,2.5,24.75,23.5,12.84,12.05,2.49,2.57,2.42,2.41,2.58,2.59,2.51,2.55,2.55,2.53,103498.25,263901.53,53264.23,650883.05,2593956.31,1830388.82,734212.39,690068.12,3745979.57,1117685.64,1054446.16,179122.93,1402940.24,675460.12,7134.83,2805.6,1101114.04,712866.38
"S1:7","Standard 6","28-04-2025 15:31",51.4,51.52,5.26,5.19,47.32,46.81,"--","--",5.06,5.09,4.83,4.83,"--","--",4.82,4.95,5.07,4.78,211714.29,497528.66,104662.06,1388202.34,4776789.13,3371830.96,"--","--",7425334.11,2067592.03,2057784.38,346131.13,"--","--",14331.28,5378.13,2177775.18,1520986.64
"01:01","BLK 1","28-04-2025 15:36",3.03,5.15,4.2,4.12,44.01,42.46,1.76,8.28,0.85,0.8,0.21,0.21,5.46,5.13,0.49,"0.68 u",0.25,0.24,137.23,1307.96,992.75,11907.33,45271.89,33030.21,990.47,19949.64,13380.96,3991.78,1010.19,142.28,44730.02,13336.6,22.57,8.12,1270.73,741.92
"01:02","BLK 2","28-04-2025 15:39",1.09,3.35,5.08,5.22,41.48,42.02,1.08,6.24,0.66,0.63,0.16,0.15,5.29,5.04,"0.22 u","-0.08 u",0.11,0.08,55.61,1239,1192.37,14617.74,44541.5,32325.87,703.19,19646.94,10878.13,2832.58,824.57,119.88,45116.18,12738.15,15.44,-0.49,613.61,318.41
