"Rack:Tube","Solution Label","Timestamp","Al 237.312 nm ppm","Al 308.215 nm ppm","Ca 315.887 nm ppm","Ca 422.673 nm ppm","Fe 238.204 nm ppm","Fe 259.940 nm ppm","K 766.491 nm ppm","K 769.897 nm ppm","Mg 279.553 nm ppm","Mg 280.270 nm ppm","Mn 257.610 nm ppm","Mn 293.931 nm ppm","Na 588.995 nm ppm","Na 589.592 nm ppm","P 213.618 nm ppm","P 214.914 nm ppm","Ti 334.941 nm ppm","Ti 336.122 nm ppm","Al 237.312 nm c/s","Al 308.215 nm c/s","Ca 315.887 nm c/s","Ca 422.673 nm c/s","Fe 238.204 nm c/s","Fe 259.940 nm c/s","K 766.491 nm c/s","K 769.897 nm c/s","Mg 279.553 nm c/s","Mg 280.270 nm c/s","Mn 257.610 nm c/s","Mn 293.931 nm c/s","Na 588.995 nm c/s","Na 589.592 nm c/s","P 213.618 nm c/s","P 214.914 nm c/s","Ti 334.941 nm c/s","Ti 336.122 nm c/s"
"Rack:Tube","Solution Label","Timestamp","Al 237.312 nm ppm","Al 308.215 nm ppm","Ca 315.887 nm ppm","Ca 422.673 nm ppm","Fe 238.204 nm ppm","Fe 259.940 nm ppm","K 766.491 nm ppm","K 769.897 nm ppm","Mg 279.553 nm ppm","Mg 280.270 nm ppm","Mn 257.610 nm ppm","Mn 293.931 nm ppm","Na 588.995 nm ppm","Na 589.592 nm ppm","P 213.618 nm ppm","P 214.914 nm ppm","Ti 334.941 nm ppm","Ti 336.122 nm ppm","Al 237.312 nm c/s","Al 308.215 nm c/s","Ca 315.887 nm c/s","Ca 422.673 nm c/s","Fe 238.204 nm c/s","Fe 259.940 nm c/s","K 766.491 nm c/s","K 769.897 nm c/s","Mg 279.553 nm c/s","Mg 280.270 nm c/s","Mn 257.610 nm c/s","Mn 293.931 nm c/s","Na 588.995 nm c/s","Na 589.592 nm c/s","P 213.618 nm c/s","P 214.914 nm c/s","Ti 334.941 nm c/s","Ti 336.122 nm c/s"
"S1:1","Blank","28-04-2025 15:08",-0.01,0.01,0,0,-0.01,0,0,0,0,0.01,-0.01,0,0,0,0.01,0.01,0,-0.01,9.8,831.87,7.55,190.04,18.38,36.95,165.54,15779.24,99.89,48.65,59.95,5.16,19017.83,158.2,8.33,0.5,109.69,93.68
"S1:2","Standard 1","28-04-2025 15:12",1.56,1.61,0.16,0.16,1.45,1.55,0.77,0.81,0.15,0.15,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.15,6566.33,16623.71,3737.99,44504.57,160355.55,122824.41,37661.76,50230.68,277731.11,76164.67,68174.07,12000.84,89376.22,36243.59,479.17,179.23,67108.75,46212.99
"S1:3","Standard 2","28-04-2025 15:16",3.22,3.25,0.32,0.32,3.09,2.96,1.63,1.64,0.31,0.3,0.31,0.31,0.32,0.32,0.31,0.29,0.31,0.32,13100.83,32456.24,7831.28,87032.73,332513.25,242459.6,77921.43,87942.84,555302.53,144252.84,139930.28,23646.32,174546.61,73776.27,984.04,357.91,143363.81,94949.21
"S1:4","Standard 3","28-04-2025 15:20",6.53,6.59,0.61,0.64,5.88,6.07,3.16,3.28,0.64,0.62,0.61,0.65,0.64,0.6,0.59,0.59,0.65,0.61,26865.71,65206.88,14802.87,166099.73,669498.71,495116.31,167187.75,167450.78,1045336.48,303245.3,292762.28,47702.22,319792.04,143037.45,1962.03,704.67,290118.8,192255.39
"S1:5","Standard 4","28-04-2025 15:23",12.1,12.43,1.2,1.24,12.42,11.84,6.37,6.27,1.29,1.26,1.21,1.28,1.28,1.19,1.26,1.26,1.24,1.2,52296.61,126177.21,29141.08,338160.39,1344678.02,963580.35,366770.57,322300.15,2095651.69,595114.56,537997.64,90880.32,647251.19,322956.17,3621.25,1364.64,533946.81,366547.49
"S1:6","Standard 5","28-04-2025 15:27",24.16,24.62,2.48,2.4,25.16,23.37,12.63,12.98,2.46,2.54,2.45,2.44,2.51,2.41,2.42,2.35,2.55,2.55,103608.39,247632.33,53957.58,677093.36,2430028.78,1861799.62,726580.21,660134.42,4061842.79,1148843.37,1068140.92,184183.65,1439640.01,700045.71,7470.86,2859.07,1116993.03,761397.72
"S1:7","Standard 6","28-04-2025 15:31",51.18,52.16,5.03,5.22,49.65,48.59,"--","--",5.05,4.96,4.88,4.88,"--","--",5.12,4.94,5.11,5.04,208666.43,525573.47,113884.49,1374898.86,5046792.95,3349846.41,"--","--",7695616.92,2067912.56,2176934.79,367439.92,"--","--",15056.28,5888.91,2257616.68,1472060.81
"01:01","BLK 1","28-04-2025 15:36",3.11,5.26,4.41,4.42,42.1,44.89,1.76,9.01,0.82,0.87,0.19,0.21,5.45,5.3,0.49,"0.68 u",0.26,0.24,138.62,1345.55,953.18,11339.6,43622.13,33754.11,962.88,19402,13992.54,3792.64,1005.75,143.26,47685.01,13181.15,23.62,8.45,1284.53,788.57
"01:02","BLK 2","28-04-2025 15:39",1.13,3.18,5.34,5.31,41.59,42.72,1.14,6.44,0.68,0.64,0.16,0.15,5.14,4.92,"0.22 u","-0.08 u",0.11,0.08,58.8,1139.91,1199.88,14615.94,47260.69,32495.28,707.3,19238.05,10493.58,2906.4,773.35,117.53,45768.84,12793.32,15.54,-0.46,594.88,326.38
