"Rack:Tube","Solution Label","Timestamp","Al 237.312 nm ppm","Al 308.215 nm ppm","Ca 315.887 nm ppm","Ca 422.673 nm ppm","Fe 238.204 nm ppm","Fe 259.940 nm ppm","K 766.491 nm ppm","K 769.897 nm ppm","Mg 279.553 nm ppm","Mg 280.270 nm ppm","Mn 257.610 nm ppm","Mn 293.931 nm ppm","Na 588.995 nm ppm","Na 589.592 nm ppm","P 213.618 nm ppm","P 214.914 nm ppm","Ti 334.941 nm ppm","Ti 336.122 nm ppm","Al 237.312 nm c/s","Al 308.215 nm c/s","Ca 315.887 nm c/s","Ca 422.673 nm c/s","Fe 238.204 nm c/s","Fe 259.940 nm c/s","K 766.491 nm c/s","K 769.897 nm c/s","Mg 279.553 nm c/s","Mg 280.270 nm c/s","Mn 257.610 nm c/s","Mn 293.931 nm c/s","Na 588.995 nm c/s","Na 589.592 nm c/s","P 213.618 nm c/s","P 214.914 nm c/s","Ti 334.941 nm c/s","Ti 336.122 nm c/s"
"Rack:Tube","Solution Label","Timestamp","Al 237.312 nm ppm","Al 308.215 nm ppm","Ca 315.887 nm ppm","Ca 422.673 nm ppm","Fe 238.204 nm ppm","Fe 259.940 nm ppm","K 766.491 nm ppm","K 769.897 nm ppm","Mg 279.553 nm ppm","Mg 280.270 nm ppm","Mn 257.610 nm ppm","Mn 293.931 nm ppm","Na 588.995 nm ppm","Na 589.592 nm ppm","P 213.618 nm ppm","P 214.914 nm ppm","Ti 334.941 nm ppm","Ti 336.122 nm ppm","Al 237.312 nm c/s","Al 308.215 nm c/s","Ca 315.887 nm c/s","Ca 422.673 nm c/s","Fe 238.204 nm c/s","Fe 259.940 nm c/s","K 766.491 nm c/s","K 769.897 nm c/s","Mg 279.553 nm c/s","Mg 280.270 nm c/s","Mn 257.610 nm c/s","Mn 293.931 nm c/s","Na 588.995 nm c/s","Na 589.592 nm c/s","P 213.618 nm c/s","P 214.914 nm c/s","Ti 334.941 nm c/s","Ti 336.122 nm c/s"
"S1:1","Blank","28-04-2025 14:08",0.01,0,0.01,-0.01,-0.01,-0.01,0,0,0,0,0.01,0,0.01,0.01,0,0,0,0,10.06,873.92,7.04,186.9,17.14,37.52,150.12,15978.41,106.49,49.4,57.4,5.4,20234.12,167.32,8.34,0.48,113.31,100.31
"S1:2","Standard 1","28-04-2025 14:12",1.58,1.65,0.15,0.16,1.45,1.54,0.82,0.79,0.16,0.15,0.17,0.17,0.15,0.15,0.15,0.16,0.15,0.14,6650.85,16688.19,3896.21,43517.87,161394.01,118059.06,39476.29,53357.62,259184.87,75003.29,70797.22,11446.86,94407.83,35273.27,477.38,185.55,67476.74,46825.75
"S1:3","Standard 2","28-04-2025 14:16",3.24,3.22,0.31,0.32,3.03,3.09,1.5,1.53,0.31,0.3,0.32,0.3,0.31,0.31,0.3,0.31,0.32,0.29,13439.48,30717.92,7967.26,90389.75,334507.29,224512.58,79299.23,84904.31,532155.55,150222.49,140213.29,23536.98,172229.35,72106.53,962.07,373.6,130915.65,91468.14
"S1:4","Standard 3","28-04-2025 14:20",6.02,6.08,0.62,0.63,5.93,5.85,3.03,3.15,0.65,0.61,0.63,0.61,0.64,0.62,0.63,0.6,0.62,0.66,26331.57,64824.57,15080.74,178346.2,679688.74,493774.14,167495.48,168873.41,1037152.16,304537.76,278077.06,47658.25,342432.11,154552.61,1955.94,715.47,270536.99,190108.37
"S1:5","Standard 4","28-04-2025 14:23",12.42,12.6,1.26,1.31,12.67,12.84,6.48,6.56,1.26,1.29,1.28,1.26,1.25,1.31,1.26,1.21,1.3,1.27,52268.83,122818.51,27726.29,352035.89,1339527.64,932664.15,356540.65,315266.37,1991483.26,585463.43,575566.22,93065.65,659071.04,325631.42,3803.13,1437.8,528187.69,386806.1
"S1:6","Standard 5","28-04-2025 14:27",24.08,24.15,2.55,2.46,24.94,24.19,12.8,12.62,2.58,2.5,2.55,2.59,2.47,2.57,2.41,2.43,2.5,2.39,104423.06,256130.72,54158.87,697890.79,2620958.97,1755616.63,703049.84,701090.82,3778958.35,1080642.4,1119546.8,177138.75,1335956.77,704665.03,7404.58,2892.03,1120142.16,732205.92
"S1:7","Standard 6","28-04-2025 14:31",49.23,49.35,4.8,5.26,47.95,50.83,"--","--",4.97,5.09,4.98,4.99,"--","--",5.07,4.95,4.86,4.98,216841.07,518504.67,107267.84,1370226.92,4986611.33,3388412.24,"--","--",7205349.3,2069856.83,2123097.28,353056.97,"--","--",14815.4,5447.08,2067176.62,1475303.82
"01:01","BLK 1","28-04-2025 14:36",3.1,5.16,4.3,4.42,42.5,44.64,1.69,8.63,0.88,0.87,0.2,0.2,5.75,5.1,0.48,"0.68 u",0.27,0.23,135.94,1426.05,984.69,11671.92,45960.48,31820.09,1011.04,19314.42,13282.85,3702.58,994.99,149.42,45976.22,13100.08,22.45,7.95,1193.96,771.58
"01:02","BLK 2","28-04-2025 14:39",1.11,3.43,5.21,4.99,40.47,43.82,1.16,6.27,0.65,0.62,0.16,0.16,5.23,4.85,"0.22 u","-0.08 u",0.11,0.08,54.19,1215.72,1219.16,14368.51,45850.98,31194.12,715.09,19789.22,10578.77,2961.63,827.08,121.12,47233.33,12007.09,14.18,-0.48,582.24,324.5
"01:03","BLK 3","28-04-2025 14:43",0.53,1.92,3.34,3.3,39.37,39.49,0.8,6.81,0.38,0.36,0.15,0.14,2.92,2.82,"0.08 u","0.01 u",0.08,0.04,33.01,1036.37,812.24,9566.8,44108.7,29895.23,565.9,18763.94,5886.5,1643.35,733.02,99.41,34407.89,6988.16,10.59,0.63,439.05,228.5
"S1:8","QC MES 5 ppm","28-04-2025 14:47",5.15,4.85,4.93,4.63,4.99,4.82,5.54,5.26,5.12,4.6,4.75,4.9,4.82,5.13,4.79,4.89,4.75,4.91,21491.71,52019.79,100084.97,1262757.34,547359.41,374976.74,281612.83,247055.26,7209580.8,2102970.81,2084735.27,363573.92,2443378.43,1270308.36,14310.88,5393.59,2123104.41,1430410.19
"S1:9","SJS-Std","28-04-2025 14:51",78752.24,80819.49,20622.11,19414.5,36230.46,37306.48,23692.96,22933.74,14793.46,15798.89,579.97,589.98,12573.82,12922.89,663.17,816.46,3439.94,3404.84,34453.19,76859.9,48142.25,540997.59,405842.68,297853.48,124878.48,121481.49,2617218.67,692170.81,27100.51,4384.61,655940.05,336188.28,211.86,99.11,161647.89,107357.82
"S1:9","SJS-Std","28-04-2025 14:55",81917.78,81574.68,18763.42,18973.35,36960.89,38114.02,24370.41,24350.2,15160.93,14806.18,581.43,568.44,13015.17,12674.76,687.44,692.46,3535.4,3365.78,34256.68,83372.79,47243.87,536935.29,401453.82,273087.09,122713.39,123679.55,2637643.45,672410.96,25505.6,3942.52,638188.21,306825.5,211.72,87.52,154953.78,107504.39
"S1:9","SJS-Std","28-04-2025 14:59",79267.6,75939.17,19346.15,18581.33,37706.52,37453.28,23736.83,23776.72,15481.08,14687.72,550.31,552.47,13227.05,12592.58,622.04,779.82,3453.46,3635.48,33826.91,78303.37,47555.91,537946.66,407550.78,276869.38,116321.64,118992.21,2427591.98,675873.84,26186.33,4283.29,676500.1,322422.02,206.12,92.66,152230.04,101943.32
"01:04","MCS 575","28-04-2025 15:03",83122.25,80165.37,1479.26,1483.95,37724.93,39717.04,27271.55,26557.36,7632.51,7097.09,726.07,755.4,4132.78,4079.79,405.18,457.74,4371.12,4475.67,88750.92,213306.96,8726.43,102623.05,1036061.44,733060.59,330155.09,306623.41,2851361.02,792818.11,84535.76,13548.77,500348.79,245435.43,332.68,124.92,497628.96,319354.27
"01:05","MCS 576","28-04-2025 15:07",76063.69,74610.68,2080.94,2208.44,39802.38,40827.98,25484.38,25370.82,9693.25,9563.1,709.65,726.4,6324.85,6175.92,752.68,757.73,4075.73,4104.02,84729.15,198476.8,13687.28,163090.31,1136546.89,778667.44,360609.04,314943.94,4000784.69,1161239.25,85050.85,12960.67,775651.57,390605.74,587.19,235.19,488069.79,324625.24
"01:06","MCS 577","28-04-2025 15:11",90384.09,97471.4,1197.76,1265.21,47840.79,49591.44,31528.04,29851.46,9483.28,8785.97,336.64,319.34,3623.5,3550.61,508.88,611.42,5921.07,5789.46,98986.68,257009.44,6801.79,80062,1342617.08,916565.37,396717.85,356968.24,3853789.32,1033819.09,39186.73,6408.28,441341.02,213658.12,390.94,173.26,608726.12,425520.46
"01:07","MCS 578","28-04-2025 15:15",95509.62,96274.2,808.25,837.93,42046.49,41733.11,33456.23,34392,8124.15,8122.07,660.06,654.31,3249.44,3367.82,334.59,363.74,5358.39,4954.05,108803.56,264525.34,4956.04,61882.73,1241838.5,856232.4,479709.67,425418.83,3829582.15,1065094.49,78916.36,13365.34,488657.98,232745.74,300.56,123.29,594433.16,422245.58
"01:08","MCS 579","28-04-2025 15:19",71056.15,71594.06,1214.18,1207.54,32416.13,32028.71,23937.69,22759.75,6993.47,6390.54,601.97,560.63,3960.17,3731.09,421.28,421.9,4362.13,4236.78,91303.87,202099.47,7915.4,90635.42,1046362.07,696414.25,338084.85,310090.84,2965025.78,818929.43,70955.45,11681.39,544726.25,279273.97,349.12,134.49,526101.97,356400.76
"01:09","MCS 580","28-04-2025 15:23",108138.74,113883.58,1412.69,1397.46,49969.95,47504.46,36945.18,35146.62,9625.03,9795.63,705.01,679.87,3926.36,3777.57,761.67,865.8,6493.71,6211.13,122562.84,298536.62,8788.31,111293.88,1367840.35,1045929.43,469993.53,451941.63,4162944.83,1222150.97,87044.68,13854.16,512555.64,261025.26,673.9,258.38,719845.18,514102.46
"01:10","MCS 581","28-04-2025 15:27",91855.22,99952.14,1099.49,1124.01,47561.01,46525.03,31986.36,31005.58,9072.74,8991.73,524.26,562.78,4098.88,4150.8,430.45,469.7,5539.67,5330.82,99477.18,241534.3,6393.78,73615.59,1169081.06,829519.64,406499.75,383503.99,3554057.11,1045910.19,58037.58,10109.41,505448.92,235438.74,326.4,133.14,595787.54,414042.83
"01:11","MCS 582","28-04-2025 15:31",80895.51,83517.94,1424.9,1390.83,38590.51,40133.73,27966.81,27226.06,8648.85,8536.85,564.17,546.9,2928.03,2997.41,318.26,365.42,4653.53,4876.29,75607.74,192496.97,7530.91,87949.99,958917.82,690056.97,296100.23,287920.64,3082527.15,918933.69,61517.98,9792.77,349822.98,156851.35,233.51,101.25,495149.13,332635.93
"01:12","MCS 583","28-04-2025 15:35",85949.9,88685.73,1862.17,1884.45,40782.42,38334.44,27258.45,26086.42,7541.03,7532.22,460.41,463.95,5263.49,4996.52,543.29,592.59,5038.61,4780.69,100985,229639.49,11260.79,134542.35,1155253.38,808046.16,361336.48,324776.58,3228374.06,983715.4,57928.33,9013.69,667024.53,337642.63,435.57,176.47,581327.11,368794.92
"01:13","MCS 584","28-04-2025 15:39",86126.01,93056.08,1299.42,1321.23,44006.2,41507.55,30488.36,29879.31,8054.53,8022.04,297.96,299.73,3354.38,3270.6,505.44,537.84,5158.58,5258.36,98007.79,238897.47,8813.97,96784.74,1184980.27,846264.85,386347.01,361505.05,3692848.92,1024096.12,37969.26,5989.69,476831.31,233326.02,402.38,178.13,625745.88,415689.03
"S1:8","QC MES 5 ppm","28-04-2025 15:43",4.9,4.97,4.83,4.58,4.85,4.66,5.52,5.12,5.21,4.55,4.82,4.72,4.96,5.18,4.77,4.88,4.92,4.9,20528.45,48351.45,106998.31,1202440.23,532208.28,356361.11,270060.87,248860.15,7376229.24,2141162.22,2166529.3,368438.73,2510551.41,1259780.31,15512.24,5640.6,2183578.23,1491049.36
"S1:9","SJS-Std","28-04-2025 15:47",81955.65,82524.12,19356.06,20214.67,38767.44,37942.24,23867.19,24185.54,14836.7,15962.5,584.89,593.07,13267.29,12879.44,670.86,767.61,3586.15,3374.04,32380.85,76970.12,43622.54,531593.1,413319.18,297039.17,124073.83,121137.93,2580959.83,685664.9,27278.77,4176.45,674321.59,333372.94,211.12,89.63,154026.18,109728.77
"01:14","MCS 585","28-04-2025 15:51",71288.44,73005.72,2437.72,2363.89,30162.45,30001.76,22673.96,21784.83,5931.53,6054.73,271.04,275.29,5176.99,4729.84,829.32,939.94,3734.26,3659.54,78859.9,184757.62,14477.9,160766.04,795966.09,570003.98,281439.32,264327.75,2420960.15,650139.03,30723.35,5152.69,658886,301076.61,676.26,267.5,394161.83,278020.01
"01:15","MCS 586","28-04-2025 15:55",89806.69,91241.84,1045.84,1050.44,44870.19,47858.54,28551.14,27599.53,8880.82,9258.85,685.79,720.74,3088.13,3345.1,423.38,461.09,5141.43,5325.73,107201.02,240567.64,6738.31,80191.49,1363527.46,1010233.94,405179.76,371346.75,3976763.08,1109525.92,82770.63,14283.14,472416.13,223036.09,367.25,144.07,639089.84,420297.48
"01:16","MCS 587","28-04-2025 15:59",94819.34,96030.28,859.52,971.7,46191.95,44342.63,35018.33,35058.01,9361,8958,586.98,592.58,3230.66,3009.5,375.71,434.62,5635.97,5693.34,113187.68,251771.12,5151.39,64952.06,1254721.75,941139.43,480440.96,425105.16,3756648.28,1151630.05,68845.12,11774.14,414159.32,197723.73,296.86,138.53,653065.74,458884.52
"01:17","MCS 588","28-04-2025 16:03",89075.76,83980.17,1399.41,1460.58,37561.67,38790.63,29838.7,27544.09,7615.23,7847.77,467.55,444.12,3888.41,3748.22,321.11,421.09,4972.86,4748.45,99772.21,221292.81,8424.55,109719.12,1093866.88,744978.83,397357.16,360590.92,3411363.54,1012612.13,55010.34,8771.42,500790.33,239069.57,269.58,125.16,546923.6,385020.92
"01:18","MCS 589","28-04-2025 16:07",85071.98,82791.04,1166.54,1250.1,40570.29,39081.36,22981.25,24026.48,7449.68,7865.81,821.57,806.44,3958.22,3608.35,460.69,526.16,4683.52,4707.61,89174.98,196924.11,6880.89,79954.15,1077671.42,734242.06,313272.21,277202.27,3184426.91,841702.37,93067.91,15633.47,465244.26,233488.23,367.98,147.88,504987.68,327597.79
